name,lng,lat,category,address,poi_type,rating,avg_cost,source,comment_num,popularity,season_winter,season_summer,sort_score,activity_type,amap_uid,coord_source,match_status,drift_m,needs_review,coord_fixed_on
老帽串店(哈西店),126.5944521,45.7072145,餐饮,哈尔滨市哈西大街348号,美食;中餐厅,4.6,69.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
里多浓冰淇淋店,126.6259762,45.7458122,餐饮,黑龙江省哈尔滨市南岗区上夹树街103-3号,美食;其他,4.6,27.0,baidu,50.0,50.0,1.0,0.3,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
德克士(秋林店),126.6451560,45.7607345,餐饮,东大直街319号秋林公司一层F1-68号商铺,美食;小吃快餐店,4.6,22.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
通海俄式烧烤·俄罗斯大串(中央大街店),126.6155705,45.7727327,餐饮,红专街79号,美食;中餐厅,4.6,81.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
老私房涮肚火锅(太古街直营店),126.6530656,45.7812477,餐饮,太古街342号,美食;中餐厅,4.6,80.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
佳木斯永和原味烧烤(平公街店),126.6722362,45.7568602,餐饮,平公街40号,美食;中餐厅,4.6,74.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
鼎圣烧烤(宣西小区店),126.6709542,45.7505297,餐饮,宣信街5-11号,美食;中餐厅,4.6,53.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
鑫日千里马拌饭(征仪路店),126.6331547,45.7006621,餐饮,征仪路金博花园103栋底商,美食;外国餐厅,4.6,31.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
馫之味九记潮汕砂锅粥,126.5117076,45.8054563,餐饮,宏源街87号,美食;中餐厅,4.6,79.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
TIMES民谣酒馆(汇励广场店),126.6068013,45.7603820,餐饮,黑龙江省哈尔滨市道里区安隆街89号C109-2号(原香颂),美食;酒吧,4.6,74.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
釜将肉铺(辽河路店),126.6804490,45.7632022,餐饮,辽河路265号,美食;其他,4.6,119.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
辣不二地道川菜(群力远大店),126.5533082,45.7376796,餐饮,群力第四大道与兴江路交口群力财富中心c座26号商服,美食;中餐厅,4.6,71.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
壹家烧烤(哈西大街店),126.5932090,45.7078704,餐饮,哈西大街233号,美食;中餐厅,4.6,63.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
湖南小菜馆(城东新居店),126.7261194,45.7330980,餐饮,黑龙江省哈尔滨市香坊区木材街城东新居B区七号,美食;中餐厅,4.6,42.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
辣俏川湘菜馆(哈尔滨银泰城购物中心店),126.5369915,45.7368849,餐饮,融江路3721号,美食;中餐厅,4.6,63.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
半日咖啡,126.6367158,45.7443826,餐饮,繁荣街149-1号,美食;咖啡厅,4.6,29.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
姜辣辣重庆老火锅,126.5970264,45.7367132,餐饮,黑龙江省哈尔滨市道里区通顺街45-11号,美食;中餐厅,4.6,90.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
壹肚大串烧烤(淮河路店),126.7030497,45.7634303,餐饮,淮河路105号,美食;中餐厅,4.6,54.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
醉过瘾烧烤(清明六道街店),126.6190983,45.7394978,餐饮,清明六道街40号,美食;中餐厅,4.6,51.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
小啪精酿啤酒馆(师大夜市店),126.6204055,45.7233329,餐饮,文兴街41号,美食;酒吧,4.6,89.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
熊喵来了火锅(太平桥乐松广场店),126.6743974,45.7851407,餐饮,东直路18号203-204栋-1-2层的乐松广场太平桥店F-023、F-025,美食;中餐厅,4.6,73.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
韩金洞首尔无限烤肉(哈西店),126.5830486,45.6990399,餐饮,中兴左街金爵万象商业广场7楼F,美食;其他,4.6,79.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
德龙火锅(宣庆街直营店),126.6749619,45.7571013,餐饮,宣庆街59号,美食;中餐厅,4.6,60.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
老灶头铁锅炖(永泰城2期店),126.7625547,45.7152154,餐饮,永昌路86号,美食;中餐厅,4.6,47.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
将军牛排韩国餐厅(万象汇冰雪大世界店),126.5380027,45.8097078,餐饮,世茂大道555号华润万象汇F3层,美食;外国餐厅,4.6,65.0,baidu,50.0,50.0,1.0,0.3,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
辛州拌饭(博文路店),126.5286807,45.8696906,餐饮,博文路柏林四季C2-3-9号商服,美食;外国餐厅,4.6,44.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
退休计划Taproom&Cafe,126.6685402,45.7592377,餐饮,宣化街245号1-2层,美食;酒吧,4.6,67.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
赵九记重庆老火锅(群力体育公园店),126.5491141,45.7380592,餐饮,群力大道1888号,美食;中餐厅,4.6,91.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
汇海楼熏酱饺子,126.5715732,45.7325354,餐饮,黑龙江省哈尔滨市道里区群力第七大道508-1号,美食;中餐厅,4.6,60.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
打火石·干式熟成牛排馆(铜锣湾广场群力第五大道店),126.5674189,45.7347426,餐饮,群里第五大道518号3-3室,美食;外国餐厅,4.6,141.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
范火锅铜锅涮肉(金中环商业广场店),126.5648672,45.7357101,餐饮,群力第五大道1159号金中环广场四楼,美食;中餐厅,4.6,106.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
大发龙虾,126.6108649,45.7288558,餐饮,黑龙江省哈尔滨市南岗区电兴街7-19号,美食;中餐厅,4.6,112.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
荣苼牛排牛尾一锅香,126.6229505,45.7126546,餐饮,学府花园学府三道街36-8号,美食;中餐厅,4.6,51.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
馫鸿运九记牛腩(江北店),126.5158286,45.8059391,餐饮,世茂大道165号,美食;中餐厅,4.6,87.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
铜帮煮炭火锅汆锅底(人和店),126.6564361,45.7562140,餐饮,黑龙江省哈尔滨市南岗区人和街81号,美食;中餐厅,4.6,60.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
Nomore咖啡服装集合店,126.6134603,45.7179367,餐饮,哈尔滨市南岗区学府头道街15号,美食;咖啡厅,4.6,39.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
绿雪芽共享茶空间,126.4963053,45.8031107,餐饮,世阳路182号,美食;茶座,4.6,42.0,baidu,50.0,50.0,1.0,0.3,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
亦云涵云南菜(群力远大购物中心店),126.5591421,45.7383977,餐饮,群力大道远大购物中心7楼,美食;中餐厅,4.6,72.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
月上精致餐厅(汇锦御江湾店),126.5265359,45.8128803,餐饮,鑫源街477号,美食;中餐厅,4.6,276.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
齐市家庭烤肉(融创店),126.4962349,45.8107677,餐饮,黑龙江省哈尔滨市松北区世祥路455号,美食;中餐厅,4.6,76.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
和悦烤鸭楼,126.6647116,45.7708596,餐饮,花园街38号,美食;中餐厅,4.6,117.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
彼得堡餐厅(花园街店),126.6437775,45.7544010,餐饮,花园街406号（近花园街与海关街交叉口）,美食;外国餐厅,4.6,100.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
釜将肉铺(师大店),126.6205626,45.7270211,餐饮,黑龙江省哈尔滨市南岗区中兴街27号,美食;其他,4.6,109.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
丹东人家肥蚬子·海鲜·烤肉(上江街店),126.5767726,45.7351332,餐饮,上江街35-2号-1-1层,美食;中餐厅,4.6,89.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
鱼窝棚·铁锅炖(江北商大店),126.5597245,45.8209289,餐饮,学海街1909,美食;中餐厅,4.6,55.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
茶瀑布(依兰金领大厦店),129.5705519,46.3205681,餐饮,健康街371号,美食;其他,4.6,7.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
宋妈妈的烤肉店(哈西店),126.5873382,45.6962866,餐饮,西宁南路79号,美食;外国餐厅,4.6,65.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
王氏老北京涮肉(泰海花园小区店),126.7059374,45.7600243,餐饮,黑龙江省哈尔滨市南岗区海河东路126号泰海花园小区21栋5门市2号门,美食;中餐厅,4.6,64.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
东北允知围炉串串(大安小区店),126.6149161,45.7704849,餐饮,大安街83号,美食;中餐厅,4.6,58.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
一头牛正宗齐齐哈尔烤肉(王岗店),126.5542486,45.6759087,餐饮,哈双路287号,美食;中餐厅,4.6,72.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
麟江荟·潮汕粤菜(群力店),126.5286370,45.7453651,餐饮,友谊西路5354号,美食;中餐厅,4.6,216.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
大绿棒子小烧烤(学府凯德店),126.6067892,45.7205687,餐饮,自兴街18号,美食;中餐厅,4.6,73.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
孔雀屯铁锅炖(哈西汇龙北纬45度店),126.5787122,45.6949709,餐饮,哈西汇龙北纬45度小区下沉广场,美食;中餐厅,4.6,69.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
聚会儿烧烤(哈西大街店),126.5948674,45.7054505,餐饮,哈西大街386号,美食;中餐厅,4.6,63.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
长湘食湖南下饭菜,126.5868231,45.6981245,餐饮,黑龙江省哈尔滨市南岗区南兴街157号,美食;中餐厅,4.6,43.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
喜家德虾仁水饺(新阳路宝宇店),126.6054897,45.7484259,餐饮,新阳路373号,美食;小吃快餐店,4.6,29.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
甄涮坊铜锅涮肉(学府凯德店),126.6045161,45.7165681,餐饮,清华大街86号院内,美食;中餐厅,4.6,76.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
翠湖里CEYHOO新中式日茶夜酒,126.5374618,45.7319056,餐饮,群力大道翠湖新天地7号楼1层06号,美食;咖啡厅,4.6,114.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
又见楼兰清真品质火锅(中交香颂店),126.5895024,45.6977977,餐饮,南兴街22-2号,美食;中餐厅,4.6,109.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
秋湘辣椒炒肉(爱建汇励生活港店),126.6032873,45.7620494,餐饮,爱建路12号汇励商业广场F1044室,美食;中餐厅,4.6,80.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
粤轩花雕鸡斑鱼火锅(哈西大街店),126.5969068,45.6911433,餐饮,哈西大街507号辰能溪树庭院南区S5-10商服,美食;中餐厅,4.6,68.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
有酒有肉特色海鲜烧烤(征仪路总店),126.6326524,45.7052646,餐饮,征仪路264号,美食;中餐厅,4.6,63.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
兴粤楼·潮汕打冷大排档,126.5364662,45.7314248,餐饮,融江路3030-12号翠湖新天地4栋别墅,美食;其他,4.6,110.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
哈乐宾小馆,126.6734897,45.7469654,餐饮,鸿翔路32号哈乐宾小馆,美食;中餐厅,4.6,46.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
羊善居羊蝎子炸酱面,126.6324914,45.7058591,餐饮,学府东四道街2号,美食;小吃快餐店,4.6,66.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
克拉斯诺俄式西餐(中央大街店),126.6207166,45.7642328,餐饮,北安街30号,美食;外国餐厅,4.6,78.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
CHAGEE霸王茶姬(哈尔滨太平国际机场店),126.2426602,45.6226788,餐饮,太平镇太平国际机场T1航站楼安检内隔离区内二层A3指廊区T1-A3-S2-05,美食;其他,4.6,22.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
700CC(哈尔滨香坊巴黎广场店),126.6496780,45.7222653,餐饮,和平路11号巴黎广场一层A区,美食;其他,4.6,15.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
贰华小龙虾(群力店),126.5400775,45.7417941,餐饮,丽江路4176号,美食;中餐厅,4.6,116.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
洋葱头融合西餐料理,126.6178106,45.7702204,餐饮,黑龙江省哈尔滨市道里区霞曼街41号,美食;外国餐厅,4.6,126.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
约局儿·小院江湖菜烧烤,126.6704797,45.7385932,餐饮,黑龙江省哈尔滨市香坊区民航路25号,美食;中餐厅,4.6,63.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
许榴记·榴莲千层(哈尔滨王府井店),126.5662346,45.7336023,餐饮,景江东路899号王府井购物中心一层,美食;其他,4.6,93.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
营信刘罗锅铁锅炖(哈西店),126.5923007,45.7162311,餐饮,哈尔滨大街21号,美食;中餐厅,4.6,57.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
胖子烧烤(上江街店),126.5776146,45.7337783,餐饮,哈尔滨市道里区-上江街25-6号,美食;中餐厅,4.6,76.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
来自山海gelato,126.6153108,45.7721190,餐饮,通江街道通江街75号1层2号(住宅),美食;咖啡厅,4.6,48.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
源麦甜(江南大学城店),126.6251611,45.7147348,餐饮,黑龙江省哈尔滨市南岗区和兴路街道学兴路91号,美食;其他,4.6,51.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
大碗赣饭江西鲜辣小炒,126.6238935,45.7155534,餐饮,科文街18号,美食;中餐厅,4.6,55.0,baidu,50.0,50.0,0.8,0.9,0.8589505233334114,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
理想乳鸽(红旗店),126.6962298,45.7456071,餐饮,红旗大街279,美食;中餐厅,4.5,100.0,baidu,77.0,77.0,0.8,0.9,0.8583955791790573,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
清和茶坊(文府街店),126.6583040,45.7414159,餐饮,革新街道文府街12-2号(北京饺子斜对面),美食;茶座,5.0,48.0,baidu,10.0,10.0,0.8,0.9,0.8581028871145246,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
老回民饭馆(人力资源和社会保障大厦店),127.1684311,44.9286728,餐饮,五常镇哈尔滨近郊亚臣路563号,美食;中餐厅,5.0,,baidu,10.0,10.0,0.8,0.9,0.8581028871145246,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
哈肉联红肠(河清街店),126.5963123,45.7545371,餐饮,黑龙江省哈尔滨市道里区河清街4~6号,美食;其他,5.0,,baidu,10.0,10.0,0.8,0.9,0.8581028871145246,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
九转小磨(红旗大街店),126.6936625,45.7410592,餐饮,红旗大街166号,美食;中餐厅,4.5,63.0,baidu,71.0,71.0,0.8,0.9,0.8579085395836747,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
喜家德虾仁水饺(医大二院店),126.6151116,45.6978326,餐饮,学府路83号,美食;小吃快餐店,4.5,30.0,baidu,70.0,70.0,0.8,0.9,0.857758681246634,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
李家小馆(菜艺街店),126.6831721,45.7348491,餐饮,菜艺街125号,美食,4.5,56.0,baidu,68.0,68.0,0.8,0.9,0.8573418877467394,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
吱咖啡西式简餐(木工街店),126.6274298,45.7481046,餐饮,曲线街道木工街3号(安发桥与邮政街交口),美食;外国餐厅,4.5,54.0,baidu,68.0,68.0,0.8,0.9,0.8573418877467394,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
必胜客(红博会展购物广场店),126.6977132,45.7551318,餐饮,红旗大街301号,美食;小吃快餐店,4.5,41.0,baidu,67.0,67.0,0.8,0.9,0.8571498817524059,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
肯德基(红博店),126.6437244,45.7567144,餐饮,红军街38号,美食;小吃快餐店,4.5,34.0,baidu,63.0,63.0,0.8,0.9,0.8562132671459012,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
邢氏老太太烤串(北兴街店),126.5919400,45.7063828,餐饮,北兴街25号（悦城10号门旁）,美食;中餐厅,4.5,75.0,baidu,62.0,62.0,0.8,0.9,0.8558714028145269,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
北三沙家烧麦(北头道街店),126.6381292,45.7837277,餐饮,黑龙江省哈尔滨市道外区北头道街28号,美食;中餐厅,4.5,36.0,baidu,62.0,62.0,0.8,0.9,0.8558714028145269,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
榆林镇筋饼(文端总店),126.6558894,45.7431194,餐饮,革新街道文端街副46-8号(李范伍花园转盘道旁),美食;中餐厅,4.5,60.0,baidu,60.0,60.0,0.8,0.9,0.8550097173765425,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
哈回·清香村(正阳南小区店),126.6504204,45.7872863,餐饮,南十二道街180号,美食;蛋糕甜品店,4.5,27.0,baidu,60.0,60.0,0.8,0.9,0.8550097173765425,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
名城火锅(幸福路店),126.6507128,45.7167529,餐饮,幸福路118号（近橱柜一条街）,美食;中餐厅,4.5,72.0,baidu,60.0,60.0,0.8,0.9,0.8550097173765425,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
必胜客(宣化店),126.6676526,45.7666402,餐饮,宣化街402号（大润发旁）,美食;小吃快餐店,4.5,53.0,baidu,60.0,60.0,0.8,0.9,0.8550097173765425,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
老牌坊云南鱼豆花火锅(幸福路店),126.6543246,45.7154402,餐饮,幸福路52号,美食;中餐厅,4.5,96.0,baidu,59.0,59.0,0.8,0.9,0.8544524316856721,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
漫咖啡(群力店),126.5645597,45.7356279,餐饮,群力第五大道群力文化餐饮街C4号楼2号商服一期,美食;咖啡厅,4.5,49.0,baidu,59.0,59.0,0.8,0.9,0.8544524316856721,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
牛肉传(大成店),126.6526956,45.7686508,餐饮,大成街303号,美食;小吃快餐店,4.5,37.0,baidu,59.0,59.0,0.8,0.9,0.8544524316856721,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
茜芙妮音乐酒吧(融创店),126.5044118,45.8058271,餐饮,世茂大道99-1号5301号房屋,美食;酒吧,4.5,108.0,baidu,59.0,59.0,0.8,0.9,0.8544524316856721,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
1918中餐厅(衡山路店),126.6782585,45.7444305,餐饮,衡山路48号,美食;中餐厅,4.5,125.0,baidu,59.0,59.0,0.8,0.9,0.8544524316856721,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
李四大串腰子,126.6150501,45.7704867,餐饮,道理大安街79号,美食;中餐厅,4.5,51.0,baidu,59.0,59.0,0.8,0.9,0.8544524316856721,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
馫鸿运九记牛腩(会展店),126.6935430,45.7484567,餐饮,闽江路227号,美食;小吃快餐店,4.5,80.0,baidu,59.0,59.0,0.8,0.9,0.8544524316856721,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
面包的日尝(新一百店),126.6255129,45.7704343,餐饮,石头道街118号新一百购物广场1楼,美食;其他,4.5,52.0,baidu,59.0,59.0,0.8,0.9,0.8544524316856721,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
阿粤鱼捞·海鲜斑鱼粥火锅,126.6971873,45.7876872,餐饮,桦树街180号,美食;中餐厅,4.5,83.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
丹科手工面包(万达·华园店),126.4938215,45.8065124,餐饮,世林路1203号,美食;蛋糕甜品店,4.5,43.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
桥根涮串(开发区店),126.6773286,45.7425022,餐饮,康顺街2号,美食;中餐厅,4.5,67.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
九转小磨(祥安店),126.5170156,45.8121553,餐饮,祥安南大街1807、1815号,美食;中餐厅,4.5,54.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
谷华正阳楼(学府店),126.6137971,45.7117263,餐饮,学府三道街62号,美食;中餐厅,4.5,66.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
春喜小馆(学府店),126.6116315,45.7130586,餐饮,学府路9-29-13号门市,美食;中餐厅,4.5,68.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
拾碳烤吧(龙悦大厦店),126.6965370,45.7474060,餐饮,红旗大街311号,美食;中餐厅,4.5,81.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
缤圣源中国清真菜(群力店),126.5405899,45.7411713,餐饮,工农街道丽江路4106号银泰城悦街2号门,美食;中餐厅,4.5,103.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
仁和楼(友协西头道街店),126.6352802,45.5995371,餐饮,友协头道街411楼海军楼对面,美食;中餐厅,4.5,41.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
江北老于头鱼馆(学富街店),126.5761434,45.8171564,餐饮,学富街与北昌路交叉口东北侧,美食;中餐厅,4.5,84.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
小隐人家(万象汇店),126.5383797,45.8103303,餐饮,世茂大道555号华润万象汇L3层L345号商铺,美食;中餐厅,4.5,66.0,baidu,58.0,58.0,0.8,0.9,0.8536890907813708,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
