name,lng,lat,category,address,poi_type,rating,avg_cost,source,comment_num,popularity,season_winter,season_summer,sort_score,activity_type,amap_uid,coord_source,match_status,drift_m,needs_review,coord_fixed_on
老八珍烧鸡,127.9827769,45.2131530,餐饮,腾飞大街184号,美食;其他,5.0,,baidu,4.0,4.0,0.8,0.9,0.7859788793406233,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
洪堡精酿啤酒馆,126.6003611,45.8255485,餐饮,富力城AS-1栋至2层113号(中源大道5763),美食;中餐厅,5.0,8.0,baidu,4.0,4.0,0.8,0.9,0.7859788793406233,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
三丽烧烤,126.3065735,45.3794075,餐饮,新兴路与迎宾路交叉口东100米,美食;中餐厅,5.0,,baidu,4.0,4.0,0.8,0.9,0.7859788793406233,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
卿水格茶苑,126.6769298,45.7473756,餐饮,健龙路29号,美食;茶座,5.0,,baidu,4.0,4.0,0.8,0.9,0.7859788793406233,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
简品茶馆,126.6454180,45.7156099,餐饮,黑龙江省哈尔滨市香坊区哈平路85-5号盛世闲庭A栋(花卉市场对面加油站旁),美食;茶座,5.0,22.0,baidu,4.0,4.0,0.8,0.9,0.7859788793406233,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
鸿福楼烧烤涮(红星路店),126.6782576,45.7697098,餐饮,一曼街2-205-12号,美食;中餐厅,4.4,45.0,baidu,39.0,39.0,0.8,0.9,0.7853771044559439,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
您作煮火锅(金源店),126.9757092,45.5420855,餐饮,牌路大街394号（金源华府楼下）,美食;中餐厅,4.4,56.0,baidu,39.0,39.0,0.8,0.9,0.7853771044559439,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
LELECHA乐乐茶(哈尔滨王府井百货店),126.5668766,45.7339987,餐饮,哈尔滨王府井景江东路899号1F-035A铺位,美食;其他,4.4,20.0,baidu,39.0,39.0,0.8,0.9,0.7853771044559439,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
新味捞王猪肚鸡(辽河路店),126.6837224,45.7632437,餐饮,辽河路242号(华山北路与嵩山路中间),美食;中餐厅,4.3,92.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
孙鹏昊烤鱼(礼化街店),126.6556294,45.7907360,餐饮,礼化街38-1号,美食;中餐厅,4.3,63.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
一栗·鲜活栗公司(西城红场店),126.5931854,45.7029694,餐饮,西城红场生活港蚂蚁星球负一层,美食;蛋糕甜品店,4.3,35.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
陈鸿记烧鸽坊(上江街店),126.5765113,45.7337169,餐饮,上江街328号,美食;中餐厅,4.3,82.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
吉野家(融创茂店),126.5048039,45.8040566,餐饮,世茂大道99号融创茂商场一层1031A,美食;小吃快餐店,4.3,27.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
林林外婆牛骨锅(果园星城A区店),126.7046077,45.7299275,餐饮,果园街114号,美食;中餐厅,4.3,50.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
雪龙筋饼(道外店),126.6497599,45.7799432,餐饮,东莱街33号,美食;小吃快餐店,4.3,43.0,baidu,52.0,52.0,1.0,0.3,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
熙缘风味菜馆(古香小区店),126.6793114,45.7246482,餐饮,香顺街9号副9号,美食;中餐厅,4.3,34.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
米村拌饭(哈尔滨凯旋购物广场店),126.6464685,45.7202280,餐饮,哈平路2号凯旋新生活购物广场负一层D_0002号（比优特超市入口旁）,美食;小吃快餐店,4.3,33.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
艳华特色罐罐面(公滨路店),126.7009751,45.7311976,餐饮,公滨路附286-1号,美食;小吃快餐店,4.3,37.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
宾鹏熏酱饺子老菜馆(平公店),126.6718934,45.7571974,餐饮,大成街道平公街11-13号(近十字街),美食;中餐厅,4.3,48.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
打包幸福(黄河路店),126.6927926,45.7549609,餐饮,黄河路186-10号,美食;蛋糕甜品店,4.3,37.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
祝记老渔湾笨锅炖(汉广街店),126.6262297,45.7370133,餐饮,汉广街39号,美食;中餐厅,4.3,51.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
聚丰面馆(黎华店),126.6744804,45.7869186,餐饮,安华街23号,美食;小吃快餐店,4.3,19.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
鑫妈cake(万达华宅店),126.5876802,45.6985356,餐饮,哈尔滨市南岗区哈西南兴街131号万达华府e6号、24号,美食;蛋糕甜品店,4.3,28.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
李家扒肉(巴洛克店),126.6449620,45.7849080,餐饮,南大六道街258号1-2层,美食;中餐厅,4.3,42.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
好利来(黑大店),126.6139778,45.7095709,餐饮,哈西街道学府路74号黑龙江大学中央红超市内(体育馆旁),美食;蛋糕甜品店,4.3,32.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
大红梅(北十二道街店),126.6460771,45.7925419,餐饮,北十二道街136号,美食;中餐厅,4.3,57.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
李先生牛肉面大王(哈尔滨陈金体育店),126.5490871,45.7380971,餐饮,群力新区群力大道1948号,美食;小吃快餐店,4.3,26.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
30年清真小羊羔烧烤(河沟街店),126.6502346,45.7554622,餐饮,河沟街36号,美食;中餐厅,4.3,65.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
邵记小串(中北春城店),126.6677116,45.7281292,餐饮,香滨路4-19号8门,美食;中餐厅,4.3,63.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
高记正宗烤串西安烤面筋,126.6265032,45.7431248,餐饮,西大直街尚居饺子旁,美食;小吃快餐店,4.3,16.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
麦当劳(学院路店),126.5440314,45.8743129,餐饮,学院路泓林金色地标8栋1号和21号商服一层,美食;小吃快餐店,4.3,26.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
蒸凰肠粉·砂锅粥·煲仔饭(王府井店),126.5657018,45.7324116,餐饮,景江东路王府井购物中心负一层22号（近哈尔信超市入口）,美食;小吃快餐店,4.3,26.0,baidu,52.0,52.0,0.8,0.9,0.7846629358184841,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
CoCo都可(黑大店),126.6137631,45.7096121,餐饮,学府路72号中央红超市b1楼,美食;其他,4.5,14.0,baidu,21.0,21.0,0.8,0.9,0.7845669328213174,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
鼎鼎牛冰糕冰棍(嵩山路店),126.6864000,45.7634755,餐饮,黑龙江省哈尔滨市南岗区嵩山路140-6号,美食;其他,4.4,19.0,baidu,38.0,38.0,1.0,0.3,0.784314046877561,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
必胜客(兴江路店),126.5519008,45.7373069,餐饮,群力大道与兴江路群力MOHO国际家居一号门,美食;小吃快餐店,4.4,62.0,baidu,38.0,38.0,0.8,0.9,0.784314046877561,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
luckincoffee瑞幸咖啡(中央大街百盛购物中心店),126.6172112,45.7787243,餐饮,中央大街222号百盛购物中心一层058号,美食;咖啡厅,4.4,14.0,baidu,38.0,38.0,0.8,0.9,0.784314046877561,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
房记焦火鸡架店(丰润街店),126.6491212,45.7858210,餐饮,丰润街5号,美食;小吃快餐店,4.4,29.0,baidu,38.0,38.0,0.8,0.9,0.784314046877561,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
桂在香知桂林米粉(达仁印象城店),126.9804467,45.5371549,餐饮,会宁路达仁印象城购物中心4F–K02,美食;小吃快餐店,4.4,24.0,baidu,38.0,38.0,0.8,0.9,0.784314046877561,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
老之蜀涮串(哈双路店),126.5765421,45.6855489,餐饮,黑龙江省哈尔滨市南岗区哈双路105号,美食;中餐厅,4.4,55.0,baidu,38.0,38.0,0.8,0.9,0.784314046877561,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
luckincoffee瑞幸咖啡(中央红超市店),126.6137900,45.7095369,餐饮,学府路74号中央红超市一层113号,美食;咖啡厅,4.4,13.0,baidu,38.0,38.0,0.8,0.9,0.784314046877561,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
老宋蟹馆(爱建汇励生活港店),126.6035657,45.7625220,餐饮,黑龙江省哈尔滨市道里区爱建路12号,美食;中餐厅,4.4,213.0,baidu,38.0,38.0,0.8,0.9,0.784314046877561,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
佟德火锅,126.6795850,45.7004560,餐饮,黑龙江省哈尔滨市香坊区松海路83号恒大御景湾一期115号门市,美食;中餐厅,4.4,45.0,baidu,37.0,37.0,0.8,0.9,0.7831807432036902,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
茶救星球·蔬果茶(松北万象汇店),126.5389633,45.8097155,餐饮,世茂大道555号华润置地哈尔滨松北万象汇DB111号,美食;其他,4.4,14.0,baidu,37.0,37.0,0.8,0.9,0.7831807432036902,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
大全开封灌汤包(黎华小区店),126.6739121,45.7874418,餐饮,安华街黎华小区A10栋1-1,美食;小吃快餐店,4.4,33.0,baidu,37.0,37.0,0.8,0.9,0.7831807432036902,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
故乡酒家,128.3360002,45.4517064,餐饮,东新华街1号,美食;外国餐厅,4.4,40.0,baidu,37.0,37.0,0.8,0.9,0.7831807432036902,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
庆聚坊家常菜杀猪菜(太古街店),126.6584762,45.7832824,餐饮,黑龙江省哈尔滨市道外区太古街210号,美食;中餐厅,4.4,51.0,baidu,37.0,37.0,0.8,0.9,0.7831807432036902,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
八喜冰淇淋蛋糕(松北店),126.5357864,45.8096507,餐饮,松北世贸大道世茂大道521号万象润街B区N104号,美食;蛋糕甜品店,4.4,124.0,baidu,37.0,37.0,1.0,0.3,0.7831807432036902,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
隐溪小馆,126.5394623,45.7340090,餐饮,黑龙江省哈尔滨市道里区群力大道2386号,美食;中餐厅,4.4,105.0,baidu,37.0,37.0,0.8,0.9,0.7831807432036902,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
味美金牌锅烙,127.4915021,45.7530425,餐饮,中心街（仿古一条街西侧）,美食;中餐厅,4.4,58.0,baidu,37.0,37.0,0.8,0.9,0.7831807432036902,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
田记品质烧烤(文景街店),126.6478249,45.7332507,餐饮,文景街21号,美食;中餐厅,4.4,53.0,baidu,36.0,36.0,0.8,0.9,0.7819912426534292,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
德友小馆,126.5795345,45.7461636,餐饮,黑龙江省哈尔滨市道里区河柏街279号,美食;中餐厅,4.4,38.0,baidu,36.0,36.0,0.8,0.9,0.7819912426534292,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
炙道府烤羊排(北十八道街店),126.6564571,45.7937249,餐饮,北十八道街67号,美食;中餐厅,4.4,67.0,baidu,36.0,36.0,0.8,0.9,0.7819912426534292,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
赵记全猪宴(半里花庭店),126.9528177,45.5420496,餐饮,金涤路55号,美食;中餐厅,4.4,52.0,baidu,36.0,36.0,0.8,0.9,0.7819912426534292,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
K22·酸奶草莓(哈尔滨王府井),126.5669129,45.7339539,餐饮,景江东路899号王府井L1,美食;其他,4.4,17.0,baidu,36.0,36.0,0.8,0.9,0.7819912426534292,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
小佬湘湖南土菜馆(新安小区店),126.6139144,45.7545180,餐饮,安和街34号-1号,美食;中餐厅,4.4,47.0,baidu,36.0,36.0,0.8,0.9,0.7819912426534292,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
库迪咖啡(南岗红博中央公园店),126.6994227,45.7571827,餐饮,新春街道红旗大街339号红博中央公园B1公园潮界内(东侧扶梯处),美食;咖啡厅,4.4,11.0,baidu,36.0,36.0,0.8,0.9,0.7819912426534292,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
老会堂咖啡(哈尔滨中央大街店),126.6150691,45.7717258,餐饮,通江街82号,美食;咖啡厅,4.4,38.0,baidu,36.0,36.0,0.8,0.9,0.7819912426534292,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
探关东铁锅炖(旗舰店),126.3301112,45.3679353,餐饮,东环城南路中粮锦云世家南13A栋商服S11-14号门市,美食;中餐厅,4.5,55.0,baidu,20.0,20.0,0.8,0.9,0.7819163134849088,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
十三姨砂锅(林兴路店),126.6237197,45.7200097,餐饮,林兴路55-7号,美食;小吃快餐店,4.5,28.0,baidu,20.0,20.0,0.8,0.9,0.7819163134849088,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
张亮麻辣烫(民生尚都店),126.5199530,45.7183044,餐饮,崂山路民生尚都怡园38栋3号门市,美食;小吃快餐店,4.5,26.0,baidu,20.0,20.0,0.8,0.9,0.7819163134849088,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
炭火烧融合烤肉烧烤店(宾县天福嘉园店),127.4736703,45.7560965,餐饮,天福嘉园12号楼2号门市（城隍西路132号）,美食;中餐厅,4.8,66.0,baidu,6.0,6.0,0.8,0.9,0.7815861568361158,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
渔过升情巫山烤全鱼(工农大街店),126.5645613,45.7231762,餐饮,兴江路638号（原群力新苑小区院内烤鱼店）,美食;中餐厅,4.3,61.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
蜜雪冰城(会展店),126.6953814,45.7591054,餐饮,红旗大街379号,美食;其他,4.3,6.0,baidu,51.0,51.0,1.0,0.3,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
神马冒菜(辽河小区店),126.6926688,45.7615348,餐饮,淮河路376-2号,美食;中餐厅,4.3,46.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
敏丁拌饭馆(五常步行街店),127.1598331,44.9170383,餐饮,建设大街路南576号,美食;小吃快餐店,4.3,30.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
罗邹记砂锅菜(总店),126.6225296,45.7142068,餐饮,测绘路80号,美食;中餐厅,4.3,44.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
丰茂烧烤(群力新苑东区店),126.5692179,45.7255762,餐饮,工农大街531号,美食;中餐厅,4.3,65.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
茶百道(西城红场店),126.5932756,45.7029499,餐饮,哈西大街299号西城红场生活港5层F5007号,美食;蛋糕甜品店,4.3,16.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
云间悦番茄火锅(三合路店),126.6602568,45.7044655,餐饮,三合路307号（加油站上坡）,美食;中餐厅,4.3,60.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
喜茶(哈尔滨金爵万象店),126.5827053,45.6991836,餐饮,中兴左街2号F117,美食;其他,4.3,19.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
牛肉大王(三辅三道街店),126.6870794,45.7353594,餐饮,三辅三道街13号,美食;小吃快餐店,4.3,39.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
盖东来大块牛肉饭(总部),126.6612131,45.7707766,餐饮,燎原街道公安街56号,美食;小吃快餐店,4.3,28.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
maky米旗(江北观江国际店),126.6433470,45.8210750,餐饮,松浦大道观江国际购物中心1楼,美食;蛋糕甜品店,4.3,41.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
别样打边炉金汤火锅,126.6617069,45.7488671,餐饮,士课街15号,美食;中餐厅,4.3,106.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
麦当劳(松北融创茂店),126.5011539,45.8025247,餐饮,松北街道世茂大道99号融创茂购物中心一层1001-1002A-1003A,美食;小吃快餐店,4.3,35.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
山葵烤肉(哈尔滨总店),126.5786856,45.7427765,餐饮,康安路225号（3号线河山街站3B口直行500米）,美食;外国餐厅,4.3,87.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
厨当家百年蒸饺水饺,126.6229821,45.7621675,餐饮,抚顺街8号,美食;中餐厅,4.3,50.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
羊尚司乌托邦碳烤羊排羊腿(学院路店),126.5480827,45.8715264,餐饮,学院路四道街志华商城12栋地下室6号,美食;中餐厅,4.3,72.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
黔龙香牛肉粉干锅牛肉(南岗区延兴东路店),126.6262019,45.7177933,餐饮,延兴东路22号,美食;中餐厅,4.3,56.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
炭寻古巷老北京涮肉(新城花园店),126.5612093,45.7202191,餐饮,工农大街705号,美食;中餐厅,4.3,68.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
林都金花热面(闽江小区二期东区店),126.7035239,45.7477523,餐饮,泰山路197号,美食;小吃快餐店,4.3,19.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
星巴克咖啡(哈尔滨杉杉奥莱店),126.5587599,45.8765548,餐饮,利民大道555号杉杉奥特莱斯广场一层B12800号,美食;咖啡厅,4.3,34.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
臭臭扒拉摊,126.7048939,45.7334639,餐饮,香电街25号,美食;小吃快餐店,4.3,96.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
安小胖韩国烤肉(松雷何所有中央大街店),126.6193287,45.7703460,餐饮,中央大街66号松雷商厦4楼,美食;外国餐厅,4.3,62.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
老纪烧烤(清明二道街店),126.6156233,45.7399840,餐饮,清明二道街24-1号,美食;中餐厅,4.3,63.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
唐记六合居熏酱饺子老菜馆(安阳路店),126.5838472,45.7389000,餐饮,安阳路156号,美食;中餐厅,4.3,54.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
一头牛正宗齐齐哈尔烤肉(哈西店),126.5873835,45.6955498,餐饮,和谐大道365号,美食;中餐厅,4.3,71.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
清真三斌子烧麦馆(彭程达中医皮肤科东),126.6561705,45.7840999,餐饮,南新街轩辕小区254-2-9-10门,美食;小吃快餐店,4.3,65.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
哈尔滨老鼎丰食品有限公司,126.5468995,45.9056930,餐饮,黑龙江省哈尔滨市呼兰区雪花路97号,美食;蛋糕甜品店,4.3,35.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
必胜客(学院店),126.5237284,45.8756183,餐饮,市利民经济开发区学院路财富天地一层,美食;小吃快餐店,4.3,46.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
A+蓝鲸精酿啤酒小馆,126.5855781,45.7468615,餐饮,河柏街187-3号,美食;中餐厅,4.3,81.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
快乐食间(哈工程店),126.6844212,45.7769638,餐饮,燎原街道南通大街145号(校内世昌路与奥列霍夫路交口),美食;小吃快餐店,4.3,21.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
邵胖子麻辣烫(卓展店),126.6033314,45.7606033,餐饮,安隆街106号卓展购物中心(安红街),美食;小吃快餐店,4.3,19.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
木炭季延边自烤串店(金爵万象店),126.5842866,45.6974605,餐饮,哈尔滨大街614号,美食;中餐厅,4.3,59.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
灰太狼烧烤(道里总店),126.5610649,45.7200770,餐饮,工农大街新城花园3号楼5号门市,美食;中餐厅,4.3,55.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
蛮骨牛肉饸饹面(哈西大街店),126.5947230,45.7060238,餐饮,哈西大街372号,美食;小吃快餐店,4.3,24.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
泽式·烧主题烧肉餐厅(宣德街店),126.6652263,45.7603178,餐饮,宣德街116号,美食;中餐厅,4.3,92.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
六泰居(香坊幸福路店),126.6548262,45.7158455,餐饮,幸福路15-1号春江新城商服,美食;中餐厅,4.3,53.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
山河屯铁锅炖(爱建中央大街2店),126.6078051,45.7611377,餐饮,安隆街79号,美食;中餐厅,4.3,68.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
葵氏老北京涮肉(辽河路店),126.6831527,45.7634366,餐饮,辽河路229号,美食;中餐厅,4.3,71.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
苏小呆烧烤店(松海路店),126.6793594,45.6998242,餐饮,松海路50号,美食;中餐厅,4.3,56.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
久唐·野串(邮政街总店),126.6366176,45.7558194,餐饮,邮政街346号（与北京街交口）,美食;中餐厅,4.3,66.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
肯德基(爱建卓展店),126.6043892,45.7592931,餐饮,上海街99号卓展购物中心二期,美食;小吃快餐店,4.3,30.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
梁氏烤肉(西桥住宅小区店),126.6269951,45.7402355,餐饮,桥东街67号,美食;外国餐厅,4.3,87.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
桂在香知桂林米粉(南岗松雷店),126.6441186,45.7592167,餐饮,东大直街329号B1层NGB1F074,美食;小吃快餐店,4.3,22.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
PULE Bistro,126.5347299,45.7272350,餐饮,黑龙江省哈尔滨市道里区群力第五大道3417号,美食;酒吧,4.3,121.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
有间千层(道里店),126.6196619,45.7621267,餐饮,安平街21号,美食;其他,4.3,80.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
万福食材店(招商·贝肯山店),126.5384520,45.7416297,餐饮,元江路372号,美食;外国餐厅,4.3,182.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
可口香串店(宏伟路店),126.6998421,45.7748581,餐饮,宏伟路181号宏伟嘉园8号楼1单元101号,美食;中餐厅,4.3,53.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
宾鹏饺子·尔滨地标·东北菜(哈西店),126.5868781,45.6955371,餐饮,哈尔滨大街650号金爵万象,美食;中餐厅,4.3,60.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
青春破店·烧烤·海鲜(学府路店),126.6100861,45.7195209,餐饮,学府路副1-3号,美食;中餐厅,4.3,66.0,baidu,51.0,51.0,0.8,0.9,0.7811974617744164,1,,baidu_wgs2gcj,unverified,,False,2026-09-04
