name,category,source,match_status,amap_uid,amap_name,amap_type,amap_typecode,amap_address,amap_adname,old_lng,old_lat,amap_lng,amap_lat,coord_transform,drift_m,drift_flag,amap_rating,amap_cost,old_address,n_candidates
神鹿岭,景点,baidu,exact,B0H334PO0V,神鹿岭,风景名胜;风景名胜相关;旅游景点,110000,森工平山旅游区(032村道西)皇家鹿苑,阿城区,127.3405451,45.3109903,127.347131,45.313263,wgs84_to_gcj02,0.0,False,,,哈尔滨市阿城区森工平山旅游区(032村道西)皇家鹿苑,8
power信念健身工作室(南岗店),景点,baidu,exact,B0J0XZFEXE,power信念健身工作室,体育休闲服务;运动场馆;健身中心,080111,宣庆街118-8号,南岗区,126.6687963,45.7594946,126.674804,45.761392,wgs84_to_gcj02,11.5,False,,,宣庆街118-8号门市,10
御鹰阁西部马术俱乐部,景点,baidu,exact,B0H11AOHD8,御鹰阁西部马术俱乐部,体育休闲服务;运动场馆;运动场所,080100,长岭湖田园牧歌五百米,道里区,126.3941107,45.7029095,126.401651,45.705293,wgs84_to_gcj02,84.9,False,,,黑龙江省哈尔滨市道里区长岭湖田园牧歌五百米,2
中东铁路哈尔滨总工厂俱乐部旧址,景点,baidu,exact,B01C3175DV,中东铁路哈尔滨总工厂俱乐部旧址,风景名胜;风景名胜相关;旅游景点,110000,经纬街283号,道里区,126.6020517,45.7701215,126.607967,45.772034,wgs84_to_gcj02,0.5,False,,,黑龙江省哈尔滨市道里区工程街道经纬街283号(人民广场地铁站2号口步行280米),1
山石篮球俱乐部,景点,baidu,exact,B0JAKCO0U3,山石篮球俱乐部,体育休闲服务;运动场馆;篮球场馆,080104,龙盛路1569号,松北区,126.5146094,45.8295949,126.520732,45.831625,wgs84_to_gcj02,0.3,False,,,龙盛路1569号,1
开拓者台球俱乐部,景点,baidu,exact,B0J12M3WEC,开拓者台球俱乐部,体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,太平南三道街太平小区C栋2层8号,道外区,126.6797837,45.7858643,126.685877,45.787831,wgs84_to_gcj02,5.1,False,,,太平南三道街2号2楼开拓者台球俱乐部,1
五一四风景区,景点,baidu,exact,B01C317KLV,五一四风景区,风景名胜;风景名胜相关;旅游景点,110000,010县道,尚志市,127.8880581,45.3269122,127.894266,45.328903,wgs84_to_gcj02,0.3,False,,,哈尔滨市尚志市010县道,1
蟒仙洞,景点,baidu,exact,B0H0B92LAE,蟒仙洞,风景名胜;风景名胜相关;旅游景点,110000,平坊镇益阳村香炉山国家森林公园,宾县,127.5309859,45.563474,127.537367,45.565538,wgs84_to_gcj02,1.1,False,,,哈尔滨市宾县平坊镇益阳村香炉山国家森林公园,1
地藏寺,景点,baidu,exact,B0FFH7AALO,地藏寺(不对外开放),风景名胜;风景名胜;寺庙道观,110205,建国街321-2号附近,道里区,126.588332,45.7409899,126.594277,45.742925,wgs84_to_gcj02,3.3,False,,,哈尔滨市道里区建国街321号,2
金9台球,景点,baidu,exact,B0LGCHTP7Y,金9台球,体育休闲服务;运动场馆;台球厅,080113,南直路辅路与大有坊街交叉口西北140米,道外区,126.6972727,45.7760932,126.703397,45.778141,wgs84_to_gcj02,0.2,False,,,黑龙江省哈尔滨市道外区南直路396号保烽影城内,5
邓世昌,景点,baidu,exact,B0FFFSBMHR,邓世昌,风景名胜;风景名胜;风景名胜,110200,世昌路与文庙街交叉口北50米,南岗区,126.6775004,45.7727935,126.683561,45.774782,wgs84_to_gcj02,2.6,False,,,哈尔滨市南岗区世昌路哈尔滨工程大学,1
中东铁路管理局局长官邸旧址,景点,baidu,exact,B0FFFAKPRY,中东铁路管理局局长官邸旧址,风景名胜;风景名胜相关;旅游景点,110000,红军街38号(博物馆地铁站3b口步行190米),南岗区,126.6376853,45.7546996,126.643658,45.75667,wgs84_to_gcj02,3.1,False,,,黑龙江省哈尔滨市南岗区红军街38号,2
一线天,景点,baidu,exact,B0H3T7N765,一线天,风景名胜;风景名胜相关;旅游景点,110000,平坊镇益阳村香炉山国家森林公园,宾县,127.528762,45.5626138,127.535151,45.564691,wgs84_to_gcj02,0.6,False,,,哈尔滨市宾县平坊镇益阳村香炉山国家森林公园,5
元创台球俱乐部,景点,baidu,exact,B0J1Z1MUSG,元创台球俱乐部,体育休闲服务;运动场馆;台球厅,080113,延寿县金街二楼元创台球俱乐部,延寿县,128.324971,45.4510629,128.331572,45.453299,wgs84_to_gcj02,4.7,False,,,黑龙江省哈尔滨市延寿县西同庆街13号金街建材城二楼,1
犹太免费食堂和犹太养老院旧址,景点,baidu,exact,B0FFG7TGFT,犹太免费食堂和犹太养老院旧址,风景名胜;风景名胜相关;旅游景点,110000,通江街5号,道里区,126.6110513,45.7673133,126.616829,45.769246,wgs84_to_gcj02,11.2,False,,,哈尔滨市道里区通江街5号,1
锦轩乔氏台球(融江路店),景点,baidu,exact,B0GKVO5UCV,锦轩乔氏台球(融江路店),体育休闲服务;运动场馆;台球厅,080113,中海寰宇天下东1门北50米,道里区,126.5353858,45.7222822,126.541492,45.72419,wgs84_to_gcj02,12.3,False,,,融江路2486号,1
星池舞蹈,景点,baidu,exact,B0FFIP159G,星池舞蹈,科教文化服务;培训机构;培训机构,141400,学府路311号1号楼三楼,南岗区,126.6154561,45.6667205,126.621362,45.668642,wgs84_to_gcj02,2.1,False,,,黑龙江省哈尔滨市南岗区电缆街4号,1
消夏廊,景点,baidu,exact,B0J1LSSZJS,消夏廊,体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,九站街1号九站公园(东北角),道里区,126.5931423,45.7691291,126.599036,45.770983,wgs84_to_gcj02,6.3,False,,,哈尔滨市道里区九站街1号(斯大林公园西侧)九站公园,1
地下回水池旧址,景点,baidu,exact,B0FFIWP51Z,地下回水池旧址,风景名胜;风景名胜相关;旅游景点,110000,新疆大街23号侵华日军第七三一部队遗址内(东侧),平房区,126.632442,45.6081706,126.63851,45.60997,wgs84_to_gcj02,21.9,False,,,新疆大街47号(近青年大街)侵华日军第七三一部队罪证陈列馆内,1
叁号台球会馆,景点,baidu,exact,B0HAV7A4WW,叁号台球会馆,体育休闲服务;运动场馆;台球厅,080113,香福路33号,香坊区,126.7516812,45.7114565,126.757832,45.713612,wgs84_to_gcj02,6.0,False,,,香福路33-35号,10
哈尔滨医学专门学校遗址,景点,baidu,exact,B0FFFAKIFL,哈尔滨医学专门学校遗址,风景名胜;风景名胜相关;旅游景点,110000,红军街与银行街交叉口东100米,南岗区,126.6319033,45.7578936,126.637956,45.759957,wgs84_to_gcj02,16.4,False,,,哈尔滨市南岗区红军街颐园府邸南侧约70米,2
哈尔滨国际冰雪汽摩园,景点,baidu,exact,B0IKYZ94ZK,哈尔滨国际冰雪汽摩园(暂停开放),风景名胜;风景名胜相关;旅游景点,110000,太阳岛街道剧院一路与滨水大道交叉口东500米路南,松北区,126.5804007,45.8055704,126.586329,45.807471,wgs84_to_gcj02,0.4,False,,,黑龙江哈尔滨市松北区剧院一路与滨水大道交叉口东500米路南,1
宝宇天邑澜湾游泳馆,景点,baidu,exact,B0FFMH5AXS,宝宇天邑澜湾游泳馆,体育休闲服务;运动场馆;游泳馆,080110,北马路与一条街交叉口西北150米,道外区,126.6259605,45.7796927,126.631914,45.781677,wgs84_to_gcj02,7.0,False,,,"大新街278-18号天邑澜湾小区院内（近东门,亿合水汇旁）",1
久久健身俱乐部(和平路店),景点,baidu,exact,B01C31CE9Y,久久健身俱乐部(和平路店),体育休闲服务;运动场馆;健身中心,080111,和平路11号巴黎广场一层,香坊区,126.6441568,45.7207278,126.650125,45.722675,wgs84_to_gcj02,1.8,False,,,和平路巴黎广场西区1楼,1
玉泉镇王老师滑雪场,景点,baidu,exact,B0FFFSKU0Z,玉泉镇王老师滑雪场(暂停营业),体育休闲服务;运动场馆;滑雪场,080106,玉泉镇(哈阿高速亚沟出口下),阿城区,127.1274784,45.4138131,127.134252,45.415571,wgs84_to_gcj02,64.9,False,,,黑龙江省哈尔滨市阿城区玉泉镇玉泉兴旺旅游景区旁边,2
北大荒唐都生态园,景点,baidu,exact,B01C317ES6,北大荒唐都生态园,餐饮服务;中餐厅;综合酒楼,050101,香福路146号,香坊区,126.7527371,45.7337205,126.763945,45.732707,wgs84_to_gcj02,521.0,True,,,黑龙江省哈尔滨市香坊区香福路146号,2
拿铁健身工作室(会展店),景点,baidu,exact,B0JG69QF52,拿铁健身工作室,体育休闲服务;运动场馆;健身中心,080111,民福路12号麒麟铭邸小区A1-5号门市,南岗区,126.7073655,45.7432812,126.713466,45.745333,wgs84_to_gcj02,3.9,False,,,民福路12号,10
甲虫健身工作室,景点,baidu,exact,B0JK7UOBGA,甲虫健身工作室,体育休闲服务;运动场馆;健身中心,080111,三合路155号,香坊区,126.6600341,45.7105681,126.665982,45.712628,wgs84_to_gcj02,8.7,False,,,三合路155号,1
哈尔滨极地公园·恐龙馆,景点,baidu,exact,B0IALCY20A,哈尔滨极地公园·恐龙馆,风景名胜;风景名胜相关;旅游景点,110000,极地公园·海洋馆(太阳岛地铁站2号口步行150米),松北区,126.5812671,45.7832057,126.587195,45.785115,wgs84_to_gcj02,0.4,False,,,松北地区太阳大道277号,2
君蒂乔氏台球俱乐部(松北店),景点,baidu,exact,B0FFJNDC7U,君蒂乔氏台球俱乐部(松北店),体育休闲服务;运动场馆;台球厅,080113,世茂大道492号,松北区,126.5252988,45.8060141,126.531374,45.808018,wgs84_to_gcj02,0.3,False,,,世茂大道492号城市之星小区G3号综合楼三层A301号商服,1
斯麦私人健身工作室(秋林店),景点,baidu,exact,B0GR573WO2,斯麦私人健身工作室(龙江大厦),体育休闲服务;运动场馆;健身中心,080111,荣市街道龙江街56号龙江大厦2102室,南岗区,126.6425577,45.7612982,126.648526,45.763236,wgs84_to_gcj02,1.4,False,,,龙江街56号龙江大厦21楼2102室,10
塔廊,景点,baidu,exact,B0KUBLXI7Q,塔廊,风景名胜;风景名胜相关;旅游景点,110000,透笼街88号索菲亚广场内(西侧),道里区,126.6201903,45.7687281,126.626119,45.77065,wgs84_to_gcj02,0.3,False,,,哈尔滨市道里区透笼街88号,2
亨丰台球会所,景点,baidu,exact,B0J015YWCQ,亨丰台球会所,体育休闲服务;运动场馆;台球厅,080113,悦然臻城14号楼左侧1门市,香坊区,126.6784817,45.6967295,126.684541,45.698764,wgs84_to_gcj02,0.3,False,,,悦然臻城14号楼左侧1门市,10
七号私教健身工厂(学府店),景点,baidu,exact,B0J1KZ5P0Z,七号私教健身工厂,体育休闲服务;运动场馆;健身中心,080111,中兴大道99号哈西商厦5楼,南岗区,126.6047677,45.7027604,126.610673,45.70469,wgs84_to_gcj02,0.3,False,,,中兴大道99号哈西商厦5楼（嘉星影城隔壁）,10
国动体育运动中心(王府井店),景点,baidu,exact,B0KRRRZ8SS,国动体育运动中心(王府井店),体育休闲服务;运动场馆;综合体育馆,080101,工农街道景江东路899号王府井购物中心三楼教育区008A号,道里区,126.5590954,45.731687,126.565052,45.733639,wgs84_to_gcj02,0.2,False,,,王府井购物中心三楼教育区008A号,1
壹号乔氏桌球俱乐部,景点,baidu,exact,B0FFH91RL5,壹号乔氏桌球俱乐部,体育休闲服务;运动场馆;台球厅,080113,群力第五大道1159号2F,道里区,126.5586493,45.7337201,126.564455,45.735585,wgs84_to_gcj02,15.1,False,,,群力第五大道1159号2F,10
5D玻璃彩虹桥,景点,baidu,exact,B0K22LDCFT,5D玻璃彩虹桥,风景名胜;风景名胜;风景名胜,110200,财神庙东侧170米,宾县,127.532218,45.5733416,127.538603,45.575409,wgs84_to_gcj02,0.1,False,,,哈尔滨市宾县平坊镇益阳村香炉山国家森林公园,1
骏霆马术俱乐部,景点,baidu,exact,B0KA5UDQI2,骏霆马术俱乐部,体育休闲服务;运动场馆;马术俱乐部,080115,新农镇一场村苏家屯,道里区,126.3798328,45.694727,126.386278,45.69701,wgs84_to_gcj02,0.3,False,,,德鲁纳庄园北行100米,1
哈尔滨市奥禹冰壶运动中心,景点,baidu,exact,B0IGUZWMP7,哈尔滨市奥禹冰壶运动中心,体育休闲服务;运动场馆;运动场所,080100,天池路1号,香坊区,126.6430402,45.6247701,126.649211,45.626059,wgs84_to_gcj02,78.9,False,,,黑龙江省哈尔滨市香坊区天池路1号,1
千行健身俱乐部,景点,baidu,exact,B0JD7HEUSN,千行健身俱乐部,体育休闲服务;运动场馆;健身中心,080111,动源小区13栋1-1号千行健身俱乐部,香坊区,126.6390536,45.7197623,126.644998,45.721699,wgs84_to_gcj02,2.3,False,,,动源街1-1,1
马友汇马术俱乐部,景点,baidu,exact,B0LASDWFSH,马友汇马术俱乐部,体育休闲服务;运动场馆;马术俱乐部,080115,,道里区,126.3948988,45.7002981,126.401525,45.705925,wgs84_to_gcj02,371.4,False,,,新发镇新发村独一处长岭湖田园牧歌北500米,1
追求人台球棋牌,景点,baidu,exact,B0K60AVWHK,追求人台球棋牌,体育休闲服务;运动场馆;台球厅,080113,大庆四道街19号,香坊区,126.6470215,45.7156514,126.652967,45.717656,wgs84_to_gcj02,4.5,False,,,大庆四道街21号春江家园,1
乔氏台球棋牌会馆(工厂街店),景点,baidu,exact,B0H2H1KMJ8,乔氏台球棋牌会馆(经纬家园店),体育休闲服务;运动场馆;台球厅,080113,工厂街40号(尚志大街地铁站1号口步行400米),道里区,126.6236251,45.7643965,126.629612,45.766345,wgs84_to_gcj02,4.9,False,,,工厂街40号(尚志大街地铁站1号口步行400米),1
球友乒乓球馆(蓝天球馆学府店),景点,baidu,exact,B0FFHDBUAG,球友乒乓球馆(蓝天球馆学府店),体育休闲服务;运动场馆;乒乓球馆,080112,南开街66-6号,南岗区,126.6020682,45.7086767,126.60797,45.710603,wgs84_to_gcj02,0.3,False,,,黑龙江省哈尔滨市南岗区南开街66-6号,1
风华跆拳道学校,景点,baidu,exact,B0FFFPSOKJ,风华跆拳道学校,体育休闲服务;运动场馆;跆拳道场馆,080119,杨树街祥泰家园,通河县,128.741917,45.9769834,128.7487,45.979119,wgs84_to_gcj02,5.6,False,,,黑龙江省哈尔滨市通河县蓝雀街2号,1
观音寺,景点,baidu,exact,B0FFGT3N0P,观音寺,风景名胜;风景名胜;寺庙道观,110205,松浦街道观江国际后身,松北区,126.6359792,45.8192363,126.64202,45.821121,wgs84_to_gcj02,7.3,False,,,浦源路哈尔滨市第三十一中学校西侧约210米,3
黑龙江财经学院-体育馆,景点,baidu,exact,B0FFF4QCMU,黑龙江财经学院-体育馆,体育休闲服务;运动场馆;运动场所,080100,学院路99号黑龙江财经学院,松北区,126.482932,45.8756007,126.489195,45.877705,wgs84_to_gcj02,0.9,False,,,黑龙江省哈尔滨市学院路99号,3
中太台球器材,景点,baidu,exact,B0J02HMZ8H,中太台球器材,购物服务;购物相关场所;购物相关场所,060000,恒源街222号,松北区,126.4925246,45.8004488,126.498683,45.802574,wgs84_to_gcj02,5.3,False,,,哈尔滨市松北区恒源街222号,1
英皇台球棋牌(安埠街),景点,baidu,exact,B0FFG4KWJ7,英皇台球棋牌(安埠街),体育休闲服务;运动场馆;台球厅,080113,安埠街357号,香坊区,126.6884205,45.7263719,126.694512,45.728458,wgs84_to_gcj02,4.7,False,,,安埠街357号,1
乔氏台球汇(宏图街店),景点,baidu,exact,B0FFMBHPWC,乔氏台球汇,体育休闲服务;运动场馆;台球厅,080113,宏图街268-3号,道外区,126.6871848,45.7784602,126.693299,45.780465,wgs84_to_gcj02,2.8,False,,,黑龙江省哈尔滨市道外区宏图街268-3号,10
冠盈乒乓,景点,baidu,exact,B0HULD5D96,冠盈乒乓,体育休闲服务;运动场馆;乒乓球馆,080112,亚麻六道街副1-6号,香坊区,126.6642883,45.7312279,126.670348,45.733309,wgs84_to_gcj02,9.8,False,,,黑龙江省哈尔滨市香坊区亚麻六道街1-6号,1
中东铁路管理局副局长阿法纳西耶夫官邸,景点,baidu,exact,B01C3179M3,中东铁路管理局副局长阿法纳西耶夫官邸,风景名胜;风景名胜相关;旅游景点,110000,联发街64号(铁路局地铁站4号口步行300米),南岗区,126.6324726,45.7478139,126.638731,45.749812,wgs84_to_gcj02,25.1,False,,,哈尔滨市南岗区联发街64号,1
延寿县松江省史迹陈列馆,景点,baidu,exact,B0K3BZW5WK,延寿县松江省史迹陈列馆,科教文化服务;展览馆;展览馆,140200,金街西侧老政府院内,延寿县,128.3248017,45.4500376,128.331391,45.452317,wgs84_to_gcj02,0.3,False,,,黑龙江省哈尔滨市延寿县西公安街6号,1
爵豹流行舞,景点,baidu,exact,B0FFJSNYL7,爵豹流行舞,科教文化服务;培训机构;培训机构,141400,民安街188-2号,道里区,126.6058651,45.744444,126.611766,45.746296,wgs84_to_gcj02,7.2,False,,,黑龙江省哈尔滨市道里区民安街188-2号,1
星都桌球,景点,baidu,exact,B0FFF5J2CP,星都桌球,体育休闲服务;运动场馆;台球厅,080113,五常镇文化路405号县社楼下,五常市,127.1528543,44.9185715,127.159208,44.920729,wgs84_to_gcj02,9.0,False,,,文化路405号县社楼下,1
土地庙,景点,baidu,exact,B0KDJ5EFLV,土地庙,风景名胜;风景名胜;寺庙道观,110205,,道里区,126.1723088,45.584913,126.178725,45.58713,wgs84_to_gcj02,0.4,False,,,黑龙江省哈尔滨市道里区太平庄六截地,7
依兰农场滨江公园,景点,baidu,exact,B01C317IS9,依兰农场滨江公园,风景名胜;公园广场;公园,110101,,依兰县,129.5567304,46.4156869,129.563523,46.419398,wgs84_to_gcj02,209.5,False,,,黑龙江省哈尔滨市依兰县哈萝公路东50米,2
聚友汇台球棋牌,景点,baidu,exact,B0IRSSAM80,聚友汇台球棋牌,体育休闲服务;运动场馆;台球厅,080113,木材东街30号,香坊区,126.7207309,45.7307481,126.726881,45.732827,wgs84_to_gcj02,1.9,False,,,黑龙江省哈尔滨市香坊区木材东街30号,1
翔子球吧(三辅街店),景点,baidu,exact,B0FFFAJHGD,翔子球吧,体育休闲服务;运动场馆;台球厅,080113,三辅街70号,香坊区,126.6764095,45.7310122,126.68257,45.732995,wgs84_to_gcj02,8.9,False,,,黑龙江省哈尔滨市香坊区三辅街70号,1
小中八台球俱乐部,景点,baidu,exact,B0JUDH2AJV,小中八台球俱乐部,体育休闲服务;运动场馆;台球厅,080113,金融花园里,双城区,126.3034226,45.3695615,126.309533,45.37172,wgs84_to_gcj02,10.9,False,,,黑龙江省哈尔滨市双城区文明街金融花园B栋四号屋,2
衍武武术俱乐部,景点,baidu,exact,B0J1NOMZ8M,衍武武术俱乐部,体育休闲服务;运动场馆;健身中心,080111,南极中路23号三楼,道外区,126.643571,45.7690063,126.649608,45.771054,wgs84_to_gcj02,11.9,False,,,黑龙江省哈尔滨市道外区南极中路23号,1
华藏寺,景点,baidu,exact,B01C30JH6U,华藏寺,风景名胜;风景名胜;寺庙道观,110205,拉林镇华藏大街2号,五常市,126.8416645,45.2296482,126.847386,45.230467,wgs84_to_gcj02,134.1,False,,,黑龙江省五常市拉林镇华藏大街2号,10
陶然亭,景点,baidu,exact,B0KRXRE6GG,陶然亭,风景名胜;风景名胜相关;旅游景点,110000,油坊街0-1号中国亭园,香坊区,126.710234,45.7180943,126.716379,45.720175,wgs84_to_gcj02,0.1,False,,,哈尔滨市香坊区油坊街0~1号中国亭园内,2
嘉际健身工作室,景点,baidu,exact,B0KGCH0IOA,嘉际健身工作室,体育休闲服务;运动场馆;健身中心,080111,东都·幸福里一二期22号楼,道外区,126.7750413,45.7839983,126.781263,45.786084,wgs84_to_gcj02,1.7,False,,,东都幸福里二期22号楼1楼7号门市,1
松花江游轮,景点,baidu,exact,B0FFHR3E19,松花江游轮,风景名胜;风景名胜相关;旅游景点,110000,斯大林街3号斯大林公园内(西侧),道里区,126.604581,45.7770372,126.610508,45.778918,wgs84_to_gcj02,3.1,False,,,黑龙江省哈尔滨市道里区通江街218号,1
新美健身工作室(金域蓝城店),景点,baidu,exact,B0KRRUZEZ5,新美健身工作室(金域蓝城店),体育休闲服务;运动场馆;健身中心,080111,哈尔滨大街40号金域蓝城B1栋19号,南岗区,126.585918,45.7115097,126.591831,45.713433,wgs84_to_gcj02,0.5,False,,,哈尔滨大街40号深蓝杰座B1栋19号,1
中北春城游泳馆,景点,baidu,exact,B0FFH01CCR,中北春城游泳馆,体育休闲服务;运动场馆;游泳馆,080110,和祥路96-1号,香坊区,126.6544716,45.7278983,126.660565,45.72973,wgs84_to_gcj02,18.1,False,,,和祥路96-1号中北春城三期东北抗联精神社区展览馆隔壁,1
松峰山景区,景点,baidu,exact,B01C302C27,松峰山景区,风景名胜;风景名胜;风景名胜,110200,松峰山镇松峰村,阿城区,127.4676875,45.3640644,127.474288,45.366322,wgs84_to_gcj02,0.2,False,,,哈尔滨市阿城区松峰山景区,10
美啦健身工作室,景点,baidu,exact,B0KBNCIIUS,美啦健身工作室,体育休闲服务;运动场馆;健身中心,080111,群力街道丽江路1584号海富臻园D9栋508室,道里区,126.5492935,45.7188897,126.555274,45.720866,wgs84_to_gcj02,0.5,False,,,群力第七大道和丽江路交叉口海富臻园D9栋508室,1
拳力功场拳击馆,景点,baidu,exact,B0IUFUWY5M,拳力功场拳击馆,体育休闲服务;运动场馆;运动场所,080100,哈尔滨大街687号拳力功场击馆,南岗区,126.5844369,45.6894181,126.590331,45.691334,wgs84_to_gcj02,2.0,False,,,哈尔滨大街687号,1
维森台球俱乐部(王府井购物中心店),景点,baidu,exact,B0KRN7QDLN,维森台球俱乐部(王府井·HiZ时代广场),体育休闲服务;运动场馆;台球厅,080113,景江东路899号王府井购物中心关东古巷店F1层,道里区,126.5584512,45.7321195,126.564407,45.734071,wgs84_to_gcj02,0.0,False,,,黑龙江省哈尔滨市道里区城乡路街道景江东路899号王府井购物中心首层,1
合一瑜伽·艺术美学空间,景点,baidu,exact,B0KRYRX9MI,合一瑜伽·艺术美学空间,体育休闲服务;运动场馆;健身中心,080111,林兴街15号,南岗区,126.6217589,45.7241165,126.627704,45.726233,wgs84_to_gcj02,20.5,False,,,林兴街15号,1
博悦台球俱乐部,景点,baidu,exact,B0K1FAKERA,博悦台球俱乐部,体育休闲服务;运动场馆;台球厅,080113,测绘东路140-1号,南岗区,126.6161296,45.7148532,126.622065,45.716743,wgs84_to_gcj02,4.7,False,,,测绘路140-1,1
哈尔滨犹太总会堂旧址,景点,baidu,exact,B0LKXLP4IC,哈尔滨犹太总会堂旧址,风景名胜;风景名胜;风景名胜,110200,通江街82号,道里区,126.6091782,45.769771,126.615069,45.771685,wgs84_to_gcj02,2.1,False,,,哈尔滨市道里区通江街82号,1
艾恩·瑜伽,景点,baidu,exact,B0KKOAYIY8,艾恩·瑜伽,体育休闲服务;运动场馆;健身中心,080111,融创锦园二期B15栋6号门市,松北区,126.6284857,45.6836933,126.499353,45.812852,wgs84_to_gcj02,17604.1,True,,,学府路368号8号地块18栋商服单元1-2,2
东北抗日联军博物馆,景点,baidu,exact,B01C31APBQ,东北抗日联军博物馆(暂停开放),科教文化服务;博物馆;博物馆,140100,一曼街241号,南岗区,126.6370292,45.7642702,126.643006,45.766318,wgs84_to_gcj02,12.0,False,,,黑龙江省哈尔滨市南岗区一曼街241号,2
哈尔滨融创文化旅游城(融创茂哈尔滨店),景点,baidu,exact,B0H644H8GW,哈尔滨融创文化旅游城(融创茂哈尔滨店),生活服务;中介机构;中介机构,071600,世茂大道99号哈尔滨融创茂F1层,松北区,126.490811,45.7995805,126.504259,45.80357,wgs84_to_gcj02,597.6,True,,,哈尔滨市松北区世茂大道,3
YONA优娜女性健身(远大购物中心店),景点,baidu,exact,B0JDPUL77T,YONA优娜女性健身(远大购物中心店),体育休闲服务;运动场馆;健身中心,080111,工农街道群力远大商务公寓B座2楼,道里区,126.549412,45.7360923,126.555396,45.73806,wgs84_to_gcj02,0.2,False,,,翡翠街群力远大商务公寓B座27楼2705号,1
普锐莱斯健身(万象汇店),景点,baidu,exact,B0FFKT46D7,普锐莱斯健身(哈尔滨松北万象汇店),体育休闲服务;运动场馆;健身中心,080111,世茂大道555号哈尔滨松北万象汇L1层,松北区,126.5302748,45.8075724,126.536335,45.809563,wgs84_to_gcj02,0.2,False,,,世茂大道555号华润万象汇1层,1
百分百24小时健身(新阳路社区店),景点,baidu,exact,B0LKB6QZW3,百分百24小时健身(新阳路社区店),体育休闲服务;运动场馆;健身中心,080111,新阳路329号恒祥大厦F4层,道里区,126.601148,45.7481942,126.607036,45.750098,wgs84_to_gcj02,2.1,False,,,新阳路329号恒祥大厦4楼G门,1
核动力健身减脂工作室,景点,baidu,exact,B0KKZARWMW,核动力健身减脂工作室,体育休闲服务;运动场馆;健身中心,080111,荣市街道建设街101号远大商务大厦1402室,南岗区,126.6375702,45.7582016,126.643539,45.760149,wgs84_to_gcj02,0.9,False,,,哈尔滨市建设街101号远大商务大厦1402室,1
FIRE综合训练馆,景点,baidu,exact,B0JAZZRRD1,FIRE 综合训练馆,体育休闲服务;运动场馆;健身中心,080111,七政街道七政街39-1号FIRE综合训练馆,南岗区,126.6181075,45.7320625,126.624275,45.734499,wgs84_to_gcj02,59.8,False,,,黑龙江省哈尔滨市南岗区七政街60-4号,10
报业大厦游泳馆,景点,baidu,exact,B01C31B0V0,报业大厦游泳馆,体育休闲服务;运动场馆;游泳馆,080110,友谊路399号报业大厦F4层,道里区,126.5929251,45.7669469,126.598846,45.768785,wgs84_to_gcj02,7.9,False,,,友谊路399号报业大厦4楼,1
冰雪艺术广场,景点,baidu,exact,B0FFFTCXMK,冰雪艺术广场,风景名胜;公园广场;城市广场,110105,森林街41号哈尔滨市兆麟公园(东北角),道里区,126.6179512,45.7763473,126.623603,45.778086,wgs84_to_gcj02,29.0,False,,,兆麟公园内,4
卡卡拳击散打搏击俱乐部(会展店),景点,baidu,exact,B0I17GJI0I,卡卡拳击散打搏击俱乐部(会展店),体育休闲服务;运动场馆;运动场所,080100,红旗大街240号艺汇家城市广场,南岗区,126.6888391,45.7508944,126.694925,45.752925,wgs84_to_gcj02,1.2,False,,,红旗大街鑫商座2楼204号,1
欣潮健身工作室(群力财富中心C座店),景点,baidu,exact,B0J16STZOB,欣潮健身工作室(群力财富中心C座店),体育休闲服务;运动场馆;健身中心,080111,工农街道群力第四大道1705号群力财富中心C座1613室,道里区,126.5473572,45.7352794,126.553347,45.737251,wgs84_to_gcj02,0.2,False,,,群力财富中心C座1613,1
松浦洋行,景点,baidu,exact,B01C317JIC,松浦洋行,风景名胜;风景名胜;风景名胜,110200,中央大街1号哈尔滨中央大街,道里区,126.6128123,45.7717307,126.618741,45.773647,wgs84_to_gcj02,0.7,False,,,黑龙江省哈尔滨市道里区中央大街120号(西八道街口),4
有间射箭馆,景点,baidu,exact,B0JGR45N3H,有间射箭馆,体育休闲服务;运动场馆;运动场所,080100,景江东路899号华谊兄弟影院四楼检票口右侧,道里区,126.5595671,45.7314963,126.565315,45.733313,wgs84_to_gcj02,21.8,False,,,景江东路899号华谊兄弟影院四楼检票口右侧,1
安·瑜伽·普拉提,景点,baidu,exact,B0KGK5VMLB,安·瑜伽·普拉提,体育休闲服务;运动场馆;健身中心,080111,世祥路951号(融创·中园一期南门西南80米),松北区,126.4847502,45.8076715,126.491161,45.809556,wgs84_to_gcj02,29.3,False,,,世祥路951号融创中园A1栋1层112号房,3
坊间台球棋牌(头号玩家店),景点,baidu,exact,B0JRAKDNTX,坊间台球棋牌(头号玩家店),体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,石头道街51号2楼,道里区,126.6230768,45.7701413,126.629006,45.77208,wgs84_to_gcj02,1.9,False,,,石头道街51号2层,1
开云健身工作室,景点,baidu,exact,B0FFMHKFO3,开云健身工作室,体育休闲服务;运动场馆;健身中心,080111,红旗大街黄河绿园小区B2栋1单元一楼门市,南岗区,126.6879104,45.7555812,126.694008,45.757615,wgs84_to_gcj02,0.2,False,,,红旗大街黄河绿园小区B2栋1单元一楼门市,2
