name,lng,lat,category,address,poi_type,rating,avg_cost,source,comment_num
哈尔滨冰雪大世界,126.562459,45.777005,景点,太阳大道1458号,风景名胜;风景名胜;风景名胜,4.8,,amap,
哈尔滨融创乐园,126.505013,45.806609,景点,世茂大道99-1号,风景名胜;风景名胜相关;旅游景点,4.7,,amap,
哈尔滨融创文旅城,126.499179,45.807403,景点,丰源街与世茂大道交汇处,风景名胜;风景名胜相关;旅游景点,4.4,,amap,
哈尔滨中央大街,126.617682,45.774835,景点,中央大街1号,购物服务;特色商业街;特色商业街|风景名胜;风景名胜相关;旅游景点,4.9,,amap,
太阳岛风景区,126.59788,45.791584,景点,太阳大道3号,风景名胜;风景名胜;国家级景点,4.7,,amap,
哈尔滨极地公园,126.586479,45.785251,景点,太阳大道277号(太阳岛地铁站2号口步行140米),风景名胜;公园广场;公园,4.7,,amap,
哈尔滨极地公园·极地馆,126.586057,45.784741,景点,太阳大道277号,风景名胜;公园广场;水族馆,4.7,,amap,
东北虎林园,126.60065,45.817483,景点,松北街88号,风景名胜;风景名胜;风景名胜,4.8,,amap,
哈尔滨防洪纪念塔广场,126.617118,45.780655,景点,斯大林街3号斯大林公园内(东侧),风景名胜;公园广场;城市广场,4.7,,amap,
哈尔滨市人民防洪胜利纪念塔,126.617203,45.780654,景点,友谊路259-7号,风景名胜;风景名胜;风景名胜,4.8,,amap,
金河湾湿地植物园,126.498681,45.783001,景点,江湾路5000号,风景名胜;公园广场;植物园,4.2,,amap,
新区中心公园,126.523721,45.817554,景点,中源大道与江安街交汇处,风景名胜;公园广场;公园,4.3,,amap,
银河欢乐世界,126.496746,45.800217,景点,世茂大道与丰源街交叉口东北100米,体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.6,,amap,
索菲亚广场,126.627081,45.770624,景点,透笼街88号,风景名胜;公园广场;城市广场,4.8,,amap,
哈尔滨音乐公园,126.548455,45.749011,景点,群力街道上江街与友谊西路交汇处,风景名胜;公园广场;公园,4.7,,amap,
圣·索菲亚教堂,126.627215,45.770125,景点,透笼街88号,风景名胜;风景名胜;教堂,4.9,,amap,
中华巴洛克历史文化街区,126.640729,45.781791,景点,南头道街64号,风景名胜;风景名胜;国家级景点|购物服务;购物相关场所;购物相关场所,4.8,,amap,
关东古巷,126.566775,45.734291,景点,群力新区群力第五大道770号城屿in象1层,购物服务;特色商业街;特色商业街,4.6,,amap,
斯大林公园,126.612799,45.779383,景点,斯大林街3号(近松花江畔),风景名胜;公园广场;公园,4.7,,amap,
太阳岛绿色运动公园,126.573242,45.772225,景点,雪乡街与冰峰路交叉口南260米,风景名胜;公园广场;公园,4.4,,amap,
哈尔滨市兆麟公园,126.622915,45.777327,景点,森林街41号,风景名胜;公园广场;公园,4.8,,amap,
太阳岛大熊猫馆,126.595357,45.78877,景点,太阳岛冰雪艺术馆附近,风景名胜;公园广场;动物园,4.6,,amap,
音乐长廊,126.55848,45.750571,景点,工农街道群力街道盛和天下S3号楼,风景名胜;公园广场;城市广场,4.8,,amap,
哈尔滨市政府广场,126.53645,45.800794,景点,松北街道世纪大道与泰山街交叉口西南340米,风景名胜;公园广场;城市广场,4.2,,amap,
人民广场,126.602915,45.77365,景点,经纬街与友谊路交口102号,风景名胜;公园广场;城市广场,4.6,,amap,
丁香公园,126.566514,45.743329,景点,群力大道与景江东路交汇处,风景名胜;公园广场;公园,4.6,,amap,
江上城堡观光索道,126.610547,45.7779,景点,通江街218号(通江广场),风景名胜;风景名胜相关;旅游景点,4.7,,amap,
哈尔滨极地公园·海洋馆,126.58734,45.78509,景点,太阳大道277号哈尔滨极地公园内(东侧),风景名胜;公园广场;水族馆,4.6,,amap,
冰雪大世界梦幻冰雪馆,126.5663,45.775841,景点,雪景街1666号B栋,体育休闲服务;休闲场所;游乐场,4.5,,amap,
枫叶小镇温泉度假村,126.467971,45.825901,景点,智谷三街5555号,体育休闲服务;度假疗养场所;度假村|风景名胜;风景名胜相关;旅游景点,4.6,,amap,
哈尔滨市博物馆,126.625528,45.774276,景点,柳树街13号,科教文化服务;博物馆;博物馆,4.7,,amap,
九站公园,126.598557,45.770097,景点,九站街1号,风景名胜;公园广场;公园,4.4,,amap,
极乐寺,126.664588,45.777559,景点,燎原街道花园街道东大直街9号,风景名胜;风景名胜;寺庙道观,4.7,,amap,
黑龙江省博物馆,126.640934,45.757569,景点,红军街50号,科教文化服务;博物馆;博物馆,4.7,,amap,
中东铁路桥,126.625986,45.784249,景点,旭初街和江畔路交口,风景名胜;风景名胜;风景名胜,4.7,,amap,
外滩雪人码头,126.573494,45.754097,景点,友谊西路与上江街交口,风景名胜;风景名胜相关;旅游景点,4.6,,amap,
一湖三岛,126.536823,45.793768,景点,太阳岛西区外滩湿地公园(东南角),风景名胜;风景名胜;风景名胜,4.0,,amap,
世界欢乐城,126.53769,45.881365,景点,美术家大街666号,风景名胜;风景名胜相关;旅游景点,4.6,,amap,
群力外滩生态湿地,126.540273,45.755922,景点,工农街道星光耀广场,风景名胜;公园广场;公园,4.4,,amap,
哈药六版画博物馆,126.704433,45.764998,景点,南直路326号,科教文化服务;博物馆;博物馆,4.8,,amap,
龙塔,126.680189,45.748517,景点,长江路178号,风景名胜;风景名胜;国家级景点,4.7,,amap,
松花江湿地,126.530629,45.796348,景点,松花江北岸,风景名胜;风景名胜相关;旅游景点,4.0,,amap,
巧克力城堡观光索道,126.60078,45.785496,景点,风景街18号旁,风景名胜;风景名胜相关;旅游景点,4.6,,amap,
体育公园,126.546608,45.735431,景点,工农街道群力大道与丽江路交叉口东300米,风景名胜;公园广场;公园,4.7,,amap,
波塞冬旅游度假区,126.684535,45.883882,景点,汇江路153号,体育休闲服务;休闲场所;水上活动中心,4.6,,amap,
俄罗斯童话博物馆,126.625207,45.770095,景点,新一百购物商城5楼,科教文化服务;博物馆;博物馆,4.7,,amap,
圣清观,126.613665,45.790881,景点,太阳大道3号太阳岛风景区,风景名胜;风景名胜;寺庙道观,4.2,,amap,
鹿苑,126.590199,45.792281,景点,太阳岛街道警备路3号太阳岛风景区内(西侧),风景名胜;风景名胜相关;旅游景点,4.2,,amap,
清真寺,126.651665,45.78737,景点,南十二道街54号,风景名胜;风景名胜;回教寺,4.6,,amap,
黑龙江省森林植物园,126.65015,45.704145,景点,哈平路街道哈平路105号,风景名胜;公园广场;植物园,4.6,,amap,
太阳岛风景区俄罗斯风情小镇,126.602722,45.787604,景点,平原街20号,风景名胜;风景名胜相关;旅游景点,4.5,,amap,
火车主题广场,126.627199,45.782819,景点,斯大林街2-1号,风景名胜;公园广场;城市广场,4.1,,amap,
哈尔滨市儿童公园,126.655848,45.760694,景点,果戈里大街295号(近花园街),风景名胜;公园广场;公园,4.7,,amap,
波塞冬海底世界,126.681883,45.883709,景点,汇江路153号,风景名胜;风景名胜;风景名胜,4.7,,amap,
东北烈士纪念馆,126.642535,45.765849,景点,一曼街241号,风景名胜;风景名胜;纪念馆,5.0,,amap,
太阳岛风景区-松鼠岛,126.586991,45.793991,景点,警备路3号太阳岛风景区内(西侧),风景名胜;风景名胜相关;旅游景点,4.0,,amap,
黑龙江哈尔滨太阳岛国家湿地公园,126.536666,45.798161,景点,政府大厦对面,风景名胜;公园广场;公园,4.0,,amap,
哈尔滨文庙,126.674916,45.775841,景点,文庙街25号(近黑河路),风景名胜;风景名胜;寺庙道观,4.7,,amap,
摩洛哥蓝色小镇,126.5867,45.78434,景点,哈尔滨地铁2号线太阳岛站1号口(哈尔滨极地公园),风景名胜;风景名胜;风景名胜|商务住宅;商务住宅相关;商务住宅相关,4.5,,amap,
劳动公园,126.666872,45.698815,景点,大庆路街道旭升南街景和社区斜对面,风景名胜;公园广场;公园,4.6,,amap,
侵华日军第七三一部队遗址,126.636847,45.609676,景点,新疆大街23号(地铁1号线新疆大街站2号出口东向300米),风景名胜;风景名胜;国家级景点,4.6,,amap,
梅金肖克百年庭院,126.619691,45.769931,景点,中央大街50号(中央大街地铁站1号口步行410米),风景名胜;风景名胜;风景名胜|商务住宅;商务住宅相关;商务住宅相关,4.7,,amap,
哈尔滨市道外区古梨园,126.696488,45.774107,景点,宏伟路254号,风景名胜;公园广场;公园,4.6,,amap,
长岭湖旅游区,126.440266,45.691515,景点,环湖北路,风景名胜;风景名胜;风景名胜,4.5,,amap,
湘江公园,126.68084,45.744023,景点,汉水路408号,风景名胜;风景名胜;风景名胜,4.6,,amap,
顾乡公园,126.581667,45.75268,景点,河松街243号,风景名胜;公园广场;公园,4.1,,amap,
中东铁路桥头堡,126.625846,45.783708,景点,斯大林街2-1号火车主题广场,风景名胜;风景名胜;风景名胜,4.7,,amap,
金河公园,126.562119,45.738878,景点,景江东路66号,风景名胜;公园广场;公园,4.1,,amap,
哈尔滨文化公园,126.66872,45.780506,景点,南通大街208号(近哈尔滨工程大学),体育休闲服务;休闲场所;游乐场|风景名胜;风景名胜相关;旅游景点,4.6,,amap,
哈尔滨美术馆,126.558664,45.740681,景点,群力大道7号,科教文化服务;科教文化场所;科教文化场所,4.7,,amap,
太阳岛风景区-太阳瀑,126.592113,45.796255,景点,警备路3号太阳岛风景区内(西北角),风景名胜;风景名胜相关;旅游景点,3.9,,amap,
中国亭园,126.716728,45.718922,景点,油坊街0-1号,风景名胜;公园广场;公园,4.6,,amap,
哈尔滨市长青公园,126.640335,45.769836,景点,南极街116号,风景名胜;公园广场;公园广场,4.6,,amap,
黑龙江哈尔滨阿勒锦岛国家湿地公园,126.656215,45.806681,景点,松浦大桥附近,风景名胜;公园广场;公园,4.4,,amap,
润福公园,126.547445,45.81598,景点,中源大道辅路与松北大道辅路交叉口东北180米,风景名胜;公园广场;公园,3.8,,amap,
音乐主题广场,126.548512,45.749015,景点,哈尔滨音乐公园,风景名胜;公园广场;城市广场,4.4,,amap,
巧克力星人博物馆,126.618243,45.777161,景点,中央大街187号,科教文化服务;博物馆;博物馆,4.6,,amap,
承德广场,126.642213,45.778085,景点,承德街与太古街交叉口东100米,风景名胜;公园广场;城市广场,4.3,,amap,
哈尔滨工程大学杏花长廊,126.682972,45.773176,景点,郑和路与世昌路交叉口西60米,风景名胜;风景名胜;风景名胜,3.7,,amap,
天恒山,126.792879,45.790891,景点,东巨路附近,风景名胜;风景名胜;风景名胜,4.5,,amap,
iTA家庭育乐成长中心(银泰城店),126.539258,45.735485,景点,群力大道2399号银泰城购物中心F1层,体育休闲服务;休闲场所;游乐场,4.4,,amap,
哈尔滨工业大学博物馆,126.638681,45.751436,景点,公司街59号,科教文化服务;博物馆;博物馆,4.7,,amap,
德云社(景阳街店),126.638721,45.781757,景点,中华巴洛克街区(北马路地铁站4号口步行320米),体育休闲服务;影剧院;剧场,4.6,,amap,
哈尔滨烈士陵园,126.654731,45.723833,景点,体育街1号(近中医学院),生活服务;丧葬设施;陵园|风景名胜;风景名胜;红色景区,4.6,,amap,
哈尔滨文化中心公园,126.588236,45.813034,景点,"哈尔滨大剧院对面,东北虎林园西侧",风景名胜;公园广场;公园,4.0,,amap,
火车主题广场-中东铁路印象馆,126.627015,45.782395,景点,斯大林街2-1号火车主题广场(西南角),风景名胜;风景名胜相关;旅游景点,4.5,,amap,
哈尔滨新区航天公园,126.468959,45.803334,景点,黄灿路与智谷大街交口,风景名胜;公园广场;公园,4.1,,amap,
东北虎林园-虎园,126.59217,45.82018,景点,松北街道松北街88号东北虎林园内(西侧),风景名胜;风景名胜相关;旅游景点,4.1,,amap,
萧红故居,126.607396,45.975832,景点,萧红大道226号,风景名胜;风景名胜;纪念馆,4.4,,amap,
尚志公园,126.683051,45.726699,景点,公滨路478号,风景名胜;公园广场;公园,4.4,,amap,
太阳岛西区外滩湿地公园,126.534958,45.797702,景点,江湾路哈尔滨市政府大厦对面,风景名胜;公园广场;公园,3.9,,amap,
建国公园,126.59914,45.748113,景点,"建国街237号(近通达街,第四十一中学)",风景名胜;公园广场;公园,4.6,,amap,
星河湾亲子游乐园(枫叶小镇奥莱店),126.469054,45.827745,景点,智谷三街5555-1号,体育休闲服务;休闲场所;游乐场,4.6,,amap,
钻石海(暂停开放),126.579263,45.76886,景点,雪景街与冰花路交叉口东南260米,风景名胜;风景名胜相关;旅游景点,4.6,,amap,
太阳岛风景区-太阳岛雪博会(暂停开放),126.591821,45.786293,景点,太阳大道3号太阳岛风景区内(西南角),风景名胜;风景名胜相关;旅游景点,4.6,,amap,
龙江大舞台旗舰店,126.635377,45.780148,景点,宝宇天邑环球港A区9-1(北马路地铁站1号口旁),体育休闲服务;影剧院;剧场,4.7,,amap,
黑龙江省博物馆新馆(暂停开放),126.572412,45.77946,景点,天马街(冰雪大世界地铁站2A口旁),科教文化服务;博物馆;博物馆,4.3,,amap,
江畔公园,126.634534,45.786488,景点,江畔路沿线,风景名胜;公园广场;公园,4.4,,amap,
群力国家城市湿地公园,126.552371,45.728646,景点,群力第六大道与丽江路交汇附近,风景名胜;公园广场;公园,4.4,,amap,
大雪人奇遇乐园(暂停营业),126.55885,45.750214,景点,友谊西路2950号,体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.4,,amap,
靖宇公园,126.663404,45.791831,景点,北二十道街136号(近礼化街),风景名胜;公园广场;公园,4.4,,amap,
黛秀湖公园,126.655557,45.702567,景点,健康路2号,风景名胜;公园广场;公园,4.6,,amap,
东北林业大学中国(哈尔滨)森林博物馆,126.632804,45.717721,景点,和兴路26号东北林业大学,科教文化服务;博物馆;博物馆,4.6,,amap,
哈尔滨党史纪念馆,126.621947,45.768253,景点,西十五道街33号,风景名胜;风景名胜;纪念馆,4.3,,amap,
雅致永悦汇养生沐浴,126.683843,45.745727,景点,华山路19号1-3层,生活服务;洗浴推拿场所;洗浴推拿场所,4.7,108.0,amap,
侵华日军第七三一部队罪证陈列馆,126.639431,45.608868,景点,新疆大街23号(地铁1号线新疆大街站2号口出站),风景名胜;风景名胜;红色景区|科教文化服务;展览馆;展览馆,4.4,,amap,
欧亚之窗公园,126.602373,45.701263,景点,尤家街与南兴街交叉口东北300米,风景名胜;公园广场;公园,4.6,,amap,
中东铁路公园(江北段),126.607838,45.807967,景点,滨水大道与剧院二路交叉口东160米,风景名胜;公园广场;公园,4.0,,amap,
雨阳公园,126.550058,45.722301,景点,群力第六大道与丽江路交口,风景名胜;公园广场;公园,4.3,,amap,
极乐寺-塔院,126.666107,45.778121,景点,黑龙汇东大直街9号,风景名胜;风景名胜;风景名胜,3.6,,amap,
哈尔滨音乐博物馆,126.5885,45.808683,景点,滨水大道哈尔滨大剧院,科教文化服务;博物馆;博物馆,4.1,,amap,
水阁云天,126.595469,45.791488,景点,江北临江路24号太阳岛风景区内,风景名胜;风景名胜相关;旅游景点,3.9,,amap,
激情广场-哈尔滨天主教堂,126.659418,45.751174,景点,士课街47号,风景名胜;风景名胜;教堂,4.4,,amap,
中东铁路公园(江南段),126.62664,45.782525,景点,江桥胡同东侧,风景名胜;公园广场;公园,4.1,,amap,
太阳石广场,126.590769,45.785725,景点,太阳岛街道太阳岛街道太阳大道3号太阳岛风景区(西南角),风景名胜;风景名胜相关;旅游景点,4.0,,amap,
清滨公园,126.614992,45.729599,景点,西大直街与和兴三道街交口,风景名胜;公园广场;公园,4.3,,amap,
上坞沙滩戏雪乐园(暂停营业),126.582104,45.770889,景点,松北大道东100米,体育休闲服务;运动场馆;滑雪场,4.3,,amap,
伯特利教堂,126.599611,45.746735,景点,建国街210号,风景名胜;风景名胜;教堂,4.2,,amap,
母亲广场,126.676921,45.710585,景点,进乡街23号,风景名胜;公园广场;城市广场,4.3,,amap,
波塞冬沙滩水世界,126.686476,45.881947,景点,汇江路153号,体育休闲服务;休闲场所;水上活动中心,4.3,,amap,
青年广场,126.640283,45.762486,景点,果戈里大街452号,风景名胜;公园广场;城市广场,4.2,,amap,
太阳岛风景区-天鹅湖,126.590231,45.797157,景点,太阳大道1号太阳岛风景区(西北角),风景名胜;风景名胜相关;旅游景点,3.7,,amap,
雪花广场,126.507149,45.796314,景点,雪花南三路与创新二路交叉口东120米,风景名胜;公园广场;城市广场,4.0,,amap,
松花江沙滩嘉年华,126.606093,45.77766,景点,九站街1-3号,体育休闲服务;休闲场所;游乐场,4.3,,amap,
太阳岛寒地野生动物园,126.58846,45.795989,景点,太阳岛风景区松鼠岛,风景名胜;公园广场;动物园,4.0,,amap,
圣·伊维尔教堂,126.629956,45.763385,景点,哈尔滨站北广场(东北角),风景名胜;风景名胜;教堂|生活服务;生活服务场所;生活服务场所,4.4,,amap,
滨水公园,126.565059,45.803814,景点,学海街近江路交口,风景名胜;公园广场;公园|科教文化服务;科教文化场所;科教文化场所,3.9,,amap,
野鸭湾,126.694586,45.840765,景点,滨水大道东40米,风景名胜;风景名胜;风景名胜,4.2,,amap,
哈尔滨冰雪大世界-大滑梯上站,126.56241,45.780011,景点,太阳大道1458号哈尔滨冰雪大世界内(北侧),风景名胜;风景名胜相关;旅游景点,4.2,,amap,
呼兰河口湿地公园,126.733494,45.947771,景点,东岗村香蒲大堤,风景名胜;风景名胜;风景名胜,4.5,,amap,
革新教堂大舞台,126.659547,45.751264,景点,士课街47号激情广场-哈尔滨天主教堂(东北角),体育休闲服务;影剧院;剧场,4.4,,amap,
侵华日军第731部队遗址第二保护区,126.63385,45.610616,景点,新疆街派出所东侧,风景名胜;风景名胜;风景名胜,4.4,,amap,
上坞沙滩浴场,126.581986,45.770739,景点,松花江公路大桥,体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.1,,amap,
天恒山冰雪运动大世界(暂停营业),126.797557,45.804635,景点,东巨路2.5公里,体育休闲服务;运动场馆;滑雪场,4.6,,amap,
江北冰雪嘉年华(暂停营业),126.612875,45.836725,景点,浦南大街288号西南门,体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.6,,amap,
泽园广场,126.52742,45.747321,景点,阳明滩大道与友谊西路交叉口东北角哈尔滨外滩湿地,风景名胜;公园广场;城市广场,4.0,,amap,
铁道兵启航纪念塔,126.618978,45.795614,景点,中东铁路桥附近,风景名胜;风景名胜;纪念馆,4.1,,amap,
刘少奇革命活动旧址,126.605241,45.755287,景点,河广街15号,风景名胜;风景名胜相关;旅游景点,4.4,,amap,
安阳河园,126.577313,45.738903,景点,康安街道安阳路,风景名胜;公园广场;公园,3.9,,amap,
外滩雪人码头大雪人(暂停开放),126.572328,45.753162,景点,友谊西路与上江街交叉口北100米,风景名胜;风景名胜相关;旅游景点,4.3,,amap,
海豚堡水乐园,126.758141,45.773263,景点,先锋路2号,体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.4,,amap,
哈尔滨市南岗博物馆,126.640936,45.75273,景点,花园街道联发街1号,科教文化服务;博物馆;博物馆,4.4,,amap,
淘学企鹅馆,126.58571,45.7855,景点,太阳大道277号(太阳岛地铁站1号口步行190米),风景名胜;公园广场;水族馆,4.2,,amap,
澜悦汇,126.677384,45.764997,景点,先锋路328号,生活服务;洗浴推拿场所;洗浴推拿场所,4.4,,amap,
太阳岛风景区-东北抗日联军纪念园,126.608067,45.790589,景点,警备路3号太阳岛风景区内(东侧),风景名胜;风景名胜;纪念馆,5.0,,amap,
黑龙江省地质博物馆(暂停开放),126.696151,45.744661,景点,红旗大街263号,科教文化服务;博物馆;博物馆,4.4,,amap,
太阳岛风景区-太阳石,126.590718,45.785716,景点,警备路3号太阳岛风景区内(西南角),风景名胜;风景名胜;风景名胜,3.9,,amap,
普照寺,126.666578,45.779128,景点,东大直街3号(工程大学地铁站2号口步行490米),风景名胜;风景名胜;寺庙道观,4.2,,amap,
霁虹广场,126.638033,45.764879,景点,一曼街(哈尔滨站地铁站2号口步行360米),风景名胜;公园广场;公园,3.7,,amap,
平房公园,126.636379,45.595612,景点,友协街道友协大街29号(近龙滨路),风景名胜;公园广场;公园,4.7,,amap,
风筝广场,126.670083,45.800561,景点,江畔路13号,风景名胜;公园广场;公园广场,4.0,,amap,
滨江湿地旅游风景区,126.786348,45.885044,景点,小七队屯,风景名胜;风景名胜相关;旅游景点,4.1,,amap,
哈尔滨国防教育广场,126.592251,45.762811,景点,九站街1号九站公园(西南角),风景名胜;公园广场;城市广场,4.0,,amap,
河边儿半亩田,126.581505,45.846138,景点,松浦街道松浦街道中环线西庙台子站对面,风景名胜;风景名胜;风景名胜,4.0,,amap,
松北礼拜堂,126.546581,45.812365,景点,龙唐街477号,风景名胜;风景名胜;教堂,3.7,,amap,
激情广场,126.659576,45.751499,景点,果戈里大街与革新街交叉口南100米,风景名胜;公园广场;城市广场,4.2,,amap,
哈尔滨金河湾湿地植物园-管理区,126.49412,45.785443,景点,江湾路5000号金河湾湿地植物园(西北角),风景名胜;公园广场;植物园,3.8,,amap,
长青寺,126.684665,45.789614,景点,大街街道太平后道太平大街168号,风景名胜;风景名胜;寺庙道观,4.2,,amap,
建筑艺术广场,126.626984,45.770608,景点,透笼街88号,风景名胜;公园广场;城市广场,4.0,,amap,
松松小镇(乐松购物广场店),126.648224,45.719727,景点,三大动力路8号乐松广场3层,体育休闲服务;休闲场所;游乐场,4.4,,amap,
香林园,126.650915,45.669793,景点,前卫大街辅路与哈平路交叉口东北160米,风景名胜;公园广场;城市广场,4.1,,amap,
哈尔滨冰雪大世界雪花摩天轮,126.557978,45.775851,景点,太阳岛街道冰雪大世界(西南角),风景名胜;风景名胜;风景名胜,4.2,,amap,
哈利路亚教堂,126.695222,45.72429,景点,升永街2号,风景名胜;风景名胜;教堂,4.3,,amap,
滨江湿地金沙滩风景区,126.711331,45.873606,景点,民主镇民富村,风景名胜;风景名胜相关;旅游景点,4.0,,amap,
滨水大道花海,126.563028,45.802492,景点,近江路与学海街交叉口东南160米,购物服务;专卖店;专营店,3.8,,amap,
安重根义士纪念馆,126.632638,45.761168,景点,哈尔滨火车站南广场,风景名胜;风景名胜;纪念馆,4.3,,amap,
道外巴洛克博物馆,126.64231,45.782283,景点,靖宇南二道街中华巴洛克五号院,科教文化服务;博物馆;博物馆,4.3,,amap,
哈尔滨革命烈士纪念馆,126.654734,45.723832,景点,体育街1号,风景名胜;风景名胜;纪念馆,4.2,,amap,
华严寺,126.660666,45.757393,景点,奋斗路街道比乐街65号(近芦家街),风景名胜;风景名胜;寺庙道观,4.2,,amap,
名都滑雪场(暂停营业),126.657416,45.664157,景点,三合路名都滑雪场,体育休闲服务;运动场馆;滑雪场,4.8,,amap,
沙滩部落(暂停营业),126.579296,45.769128,景点,公路大桥辅路1号,体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.3,,amap,
哈军工纪念馆,126.68422,45.77575,景点,燎原街道燎原街道燎原街道燎原街道燎原街道哈尔滨工程大学世昌路5号,风景名胜;风景名胜;纪念馆,5.0,,amap,
新阳广场,126.621094,45.766967,景点,经纬街新阳路转盘道绿地,风景名胜;风景名胜;风景名胜,4.1,,amap,
江上城堡观光索道-江上城堡站,126.610714,45.778016,景点,通江街218号江上城堡观光索道,风景名胜;风景名胜相关;旅游景点,4.1,,amap,
哈尔滨市雷锋纪念馆,126.645986,45.783966,景点,丰润街142号,风景名胜;风景名胜;纪念馆,,,amap,
世纪广场,126.6842,45.751366,景点,顺益街21-25号,商务住宅;住宅区;住宅小区,4.3,,amap,
李兆麟将军纪念馆(麦凯乐)(暂停开放),126.624557,45.772411,景点,尚志大街73号麦凯乐(哈尔滨总店)3F层,风景名胜;风景名胜;纪念馆,4.2,,amap,
兆麟公园冰灯艺术游园会(暂停开放),126.622785,45.776757,景点,斯大林街道斯大林街道斯大林街道森林街377号兆麟公园,风景名胜;风景名胜相关;旅游景点,4.3,,amap,
太阳岛上坞公园,126.580862,45.771955,景点,太阳大道1458号,风景名胜;公园广场;公园,4.0,,amap,
西岗公园,126.592893,45.984449,景点,公园路1号,风景名胜;公园广场;公园,4.2,,amap,
道外区沿江公园,126.644966,45.793312,景点,江畔路,风景名胜;公园广场;公园,4.0,,amap,
东北抗日联军博物馆(暂停开放),126.643006,45.766318,景点,一曼街241号,科教文化服务;博物馆;博物馆,4.1,,amap,
龙兴寺,126.791142,45.796369,景点,[],风景名胜;风景名胜;寺庙道观,4.0,,amap,
云湖公园,126.827659,45.754137,景点,[],风景名胜;公园广场;公园,4.2,,amap,
碧海公园,126.457615,45.816884,景点,智谷三街与赤诚路交口,风景名胜;公园广场;公园,4.0,,amap,
哈尔滨新区花之语养息谷,126.349361,45.907659,景点,对青山镇工农大街1号,风景名胜;风景名胜;风景名胜,3.9,,amap,
太平公园,126.693117,45.788124,景点,东直路366号(地铁1号线桦树街地铁站4号口步行260米与宏伟路交口),风景名胜;公园广场;公园,4.1,,amap,
北大荒博物馆,126.693393,45.734815,景点,红旗大街175号,科教文化服务;博物馆;博物馆,4.2,,amap,
通江广场,126.61131,45.778972,景点,斯大林街3号斯大林公园内(西侧),风景名胜;公园广场;城市广场,4.1,,amap,
哈尔滨青年运动史纪念馆,126.623588,45.782533,景点,斯大林街4号哈尔滨市青年宫,风景名胜;风景名胜;纪念馆,4.1,,amap,
哈尔滨工程大学船舶博物馆,126.684362,45.774102,景点,燎原街道南通大街145号启航活动中心一楼,科教文化服务;博物馆;博物馆,4.1,,amap,
哈尔滨市关道遗址文化公园(不对外开放),126.657357,45.793915,景点,北新街65号,风景名胜;公园广场;公园,4.0,,amap,
萧红纪念馆,126.607276,45.975647,景点,二道街204号,风景名胜;风景名胜;纪念馆,4.2,,amap,
省委广场,126.650515,45.760803,景点,吉林街与花园街交叉口南50米,风景名胜;公园广场;城市广场,4.3,,amap,
太阳岛外滩湿地景区,126.582604,45.797845,景点,太阳大道3号太阳岛风景区,风景名胜;风景名胜;风景名胜,3.9,,amap,
哈尔滨伏尔加庄园,126.89955,45.671175,景点,成高子镇民强村(哈城公路16公里处),住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;度假疗养场所;度假村|风景名胜;风景名胜相关;旅游景点,4.7,,amap,
香坊清真寺,126.686977,45.738835,景点,嵩山路附4(珠江路地铁站2号口步行420米),风景名胜;风景名胜;回教寺,4.2,,amap,
犹太商人索斯金故居,126.617409,45.766396,景点,经纬四道街30号,风景名胜;风景名胜;纪念馆,4.3,,amap,
鞑靼清真寺,126.614043,45.773014,景点,通江街106号NICE融合菜近通江街108号,风景名胜;风景名胜;风景名胜,4.2,,amap,
北秀公园,126.631886,45.753958,景点,上夹树街与公司街交口,风景名胜;公园广场;公园广场,4.1,,amap,
哈尔滨极地公园售票处,126.585711,45.785429,景点,太阳大道277号(太阳岛地铁站1号口步行180米),生活服务;售票处;公园景点售票处,,,amap,
哈尔滨极地公园·异宠馆,126.587195,45.785115,景点,地区太阳大道277号,风景名胜;风景名胜相关;旅游景点,3.6,,amap,
哈尔滨松北国家湿地公园(不对外开放),126.474933,45.872282,景点,林院街1号,风景名胜;公园广场;公园,3.9,,amap,
哈尔滨极地公园异宠馆,126.587452,45.785038,景点,太阳大道277号哈尔滨极地公园内(东侧),风景名胜;风景名胜相关;旅游景点|体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.9,,amap,
哈尔滨文化公园-储存室,126.666989,45.780404,景点,南通大街208号哈尔滨文化公园内,风景名胜;风景名胜相关;旅游景点,3.1,,amap,
哈尔滨文化公园-吸烟区,126.667736,45.78144,景点,南通大街208号哈尔滨文化公园,生活服务;生活服务场所;生活服务场所,3.2,,amap,
哈尔滨文化公园-寄存中心,126.668724,45.78109,景点,南通大街208号哈尔滨文化公园内,风景名胜;风景名胜相关;旅游景点,3.2,,amap,
滨州铁路水上公园,126.613904,45.793466,景点,警备街与1号东区环岛绿道交叉口东360米,风景名胜;公园广场;公园,3.7,,amap,
哈尔滨市公园小学校(南校区),126.693377,45.774752,景点,大有坊街58号(大有坊街地铁站3号口步行320米),科教文化服务;学校;小学,,,amap,
